similarity,counts,sequence
-0.9217370329131065,1,0 6 5 2 7 2 5 1 10 9 8 4 3
-0.832666500248061,4,0 6 5 2 7 5 2 1 10 9 8 4 3
-0.5084714356445412,9,6 0 5 2 7 2 1 5 2 1 10 9 8 9 4 3
-0.4120521508007328,71,6 0 5 2 5 2 7 2 1 10 9 8 9 4 3
-0.718599778966982,14,0 6 0 7 5 2 5 2 1 10 9 8 4 3
-0.5853248633174781,1,0 6 7 5 2 1 10 9 8 9 4 3
-0.5684207100293619,94,0 6 0 7 2 5 2 5 2 1 10 9 8 4 3
-0.765621657902854,6,0 6 7 5 2 5 2 1 10 9 8 4 3
-0.7518116986746721,1,0 6 5 2 5 2 7 2 1 10 9 8 9 4 3 18 1 3
-0.5529727425380632,2,0 6 0 2 7 2 5 2 1 10 9 8 9 4 3
-0.46577879363181496,1,0 6 5 2 7 2 1 10 9 8 9 4 3
-0.6050388901860859,52,0 6 5 2 7 2 5 2 1 10 9 8 4 3
-0.5363669904804186,16,0 6 5 2 7 2 1 5 2 1 10 9 8 9 4 3
-0.5915818512386234,3,0 6 0 7 2 5 2 1 10 9 8 4 3
-0.9087351670930527,1,0 6 0 7 2 1 5 2 5 2 1 10 9 8 4 3 18 1 3
-0.7312375682698962,1,0 6 0 2 7 5 2 5 2 1 10 9 8 9 4 3
-0.6540600700334211,5,0 6 0 2 7 2 1 5 2 1 10 9 8 9 4 3
-0.6029052222896261,1,0 6 2 7 2 5 2 1 10 9 8 9 4 3
-0.466035031571463,25,0 6 0 7 2 1 5 2 5 2 1 10 9 8 9 10 4 3
-0.9616531050941897,1,0 6 0 5 2 5 2 7 2 1 10 9 8 9 10 9 4 3
-0.5471879787582399,3,0 6 0 7 5 2 1 10 9 8 9 4 3
-0.9548167395955278,4,0 6 0 5 2 7 2 5 2 1 10 9 10 8 9 4 3
-0.9672727415401766,1,0 6 7 2 5 2 1 5 2 1 10 9 10 9 8 9 4 3
-0.6190979751526625,40,0 6 5 2 5 2 7 2 1 10 9 8 4 3
-0.8823032910312057,1,0 6 2 1 5 2 5 2 7 1 10 9 8 9 4 3
-0.43552764232496516,3,0 6 0 7 2 5 2 1 5 1 10 9 8 9 4 3
-1.1012173927428917,1,0 6 0 7 5 2 5 2 1 10 9 10 9 8 4 3
-0.39103376925313116,104,0 6 0 7 2 5 2 5 2 1 10 9 8 9 10 4 3
-0.5743412307460558,1,0 6 0 2 5 2 5 2 7 1 10 9 8 9 4 3
-0.5993322790556732,1,6 0 5 2 7 5 2 1 10 9 8 9 4 3
-0.3988200708321902,85,6 0 5 2 7 2 5 2 1 10 9 8 9 4 3
-0.9718185522637005,1,0 6 0 2 7 2 5 2 5 1 10 9 8 4 3
-0.5923672923466072,2,0 6 7 2 1 5 1 10 9 8 9 4 3
-0.4274092052728492,120,0 6 0 5 2 5 2 7 2 1 10 9 8 10 4 3
-0.9162507382447869,1,0 6 0 7 2 5 2 1 5 2 1 10 9 10 9 8 9 4 3
-0.6307147782460353,2,0 6 5 2 7 5 2 1 10 9 8 9 4 3
-0.5193957528800576,11,6 0 7 2 5 2 1 5 2 1 10 9 8 9 4 3
-0.8367352853952061,2,0 6 0 7 2 5 2 5 2 1 10 9 10 9 8 9 4 3
-0.8677351150171082,1,0 6 0 5 2 5 2 7 2 1 10 9 8 4 3 18 1 3
-0.3877378454395838,119,0 6 0 5 2 7 2 5 2 1 10 9 8 9 10 4 3
-0.9434129538916891,1,0 6 0 5 2 7 2 5 2 1 10 9 10 9 8 4 3
-0.6419006158954955,24,0 6 0 7 2 1 5 2 5 2 1 10 9 8 4 3
-0.8448514257455975,1,0 6 0 5 2 5 2 7 2 1 10 9 10 9 8 9 4 3
-0.6329779632276624,29,0 6 0 5 2 7 5 2 1 9 8 9 10 4 3
-0.872253341741494,1,0 6 0 2 7 2 1 5 2 5 1 10 9 8 9 4 3
-0.46835122996416273,18,6 0 7 2 1 5 2 5 2 1 10 9 8 9 10 4 3
-0.9942997904546075,1,0 6 0 2 1 5 2 5 2 7 1 10 9 8 4 3
-0.5775703005243116,92,6 0 7 2 5 2 5 2 1 10 9 8 4 3
-0.3893119085388514,113,6 0 7 2 5 2 5 2 1 10 9 8 9 10 4 3
-0.5179455248895037,42,0 6 0 5 2 7 2 1 5 2 1 10 9 8 10 4 3
-0.833626018375643,2,0 6 0 2 7 2 1 5 2 1 10 9 8 4 3
-0.5877154759623004,64,6 0 5 2 5 2 7 2 1 10 9 8 4 3
-0.41817738975254676,88,6 0 7 2 5 2 5 2 1 10 9 8 10 4 3
-0.4185461635262501,53,0 6 7 2 5 2 5 2 1 10 9 8 9 10 4 3
-0.7785051416416702,4,0 6 0 7 5 2 1 5 2 1 10 9 8 4 3
-0.799191834445008,5,6 0 5 2 7 5 2 1 10 9 8 4 3
-0.7090098164959933,19,0 6 5 2 7 2 1 5 2 1 10 9 8 4 3
-0.4149122408581145,103,0 6 0 5 2 7 2 5 2 1 10 9 8 10 4 3
-1.1952992078138323,1,0 6 2 5 2 7 2 1 5 1 10 9 8 4 3
-1.3124766405873731,1,0 6 0 7 2 5 2 5 1 10 9 10 8 4 3
-0.6022387419784543,2,0 6 0 7 2 5 2 1 5 1 10 9 8 4 3
-0.6910402708014932,7,6 0 7 2 5 2 1 5 2 1 10 9 8 4 3
-0.44913130679802776,39,0 6 7 2 5 2 5 2 1 10 9 8 10 4 3
-0.41839127155019235,104,0 6 0 7 2 5 2 5 2 1 10 9 8 10 4 3
-0.421292008365477,3,0 6 0 7 2 5 2 1 5 1 10 9 8 9 10 4 3
-0.4778121362010926,645,0 6 0 7 2 5 2 5 2 1 9 8 10 4 3
-0.3858328778467735,93,6 0 5 2 7 2 5 2 1 10 9 8 9 10 4 3
-0.44403018002245215,49,0 6 5 2 7 2 5 2 1 10 9 8 10 4 3
-0.6523062723755177,2,0 6 7 5 2 1 5 2 1 10 9 8 10 4 3
-0.4213511616239788,7,0 6 0 7 2 5 2 1 10 9 8 10 4 3
-0.737443604683214,1,0 6 0 2 7 2 5 2 1 10 9 8 4 3
-0.667709058734789,1,6 0 2 7 2 1 5 2 1 10 9 8 9 4 3
-1.0752953111968264,2,0 6 2 1 5 2 5 2 7 1 10 9 8 4 3
-1.0364884170834143,1,0 6 0 7 2 5 2 5 2 1 10 9 10 8 4 3
-0.7294746247933239,15,0 6 5 2 7 5 2 1 9 8 10 4 3
-0.67947334666977,12,6 0 5 2 7 2 1 5 2 1 10 9 8 4 3
-0.5282948780599929,40,0 6 0 7 2 5 2 1 5 2 1 10 9 8 10 4 3
-0.44698328134824467,3,0 6 5 2 7 2 1 10 9 8 9 10 4 3
-0.4503305239465575,5,0 6 0 7 2 5 2 1 5 1 10 9 8 10 4 3
-0.49681007055229465,31,0 6 0 7 2 5 2 1 5 2 1 10 9 8 9 10 4 3
-0.5232743172661336,9,6 0 5 2 7 2 1 5 2 1 10 9 8 10 4 3
-0.39060101846409945,4,0 6 0 7 2 5 2 1 10 9 8 9 10 4 3
-0.4137284326826509,36,0 6 5 2 7 2 5 2 1 10 9 8 9 10 4 3
-0.5634328894890487,9,0 6 7 2 5 2 1 5 2 1 10 9 8 10 4 3
-0.8869831752708687,1,0 6 0 2 7 2 5 1 5 2 1 10 9 8 10 4 3
-0.5791775568708446,179,0 6 0 5 2 7 2 1 5 2 1 9 8 10 4 3
-0.5018168337182038,1,0 6 0 7 2 1 5 2 1 10 9 8 10 4 3
-0.573656390995724,95,6 0 5 2 7 2 5 2 1 10 9 8 4 3
-0.4262253970973856,40,0 6 5 2 5 2 7 2 1 10 9 8 9 10 4 3
-0.6045762115405647,11,0 6 0 5 2 7 5 2 1 10 9 8 10 4 3
-0.4959001001854333,24,0 6 0 7 2 1 5 2 5 2 1 10 9 8 10 4 3
-0.7575986237969962,1,0 6 0 7 5 2 1 10 9 8 4 3
-0.5653552402275349,9,0 6 0 5 2 7 5 2 1 10 9 8 9 10 4 3
-0.5341986345016498,9,6 0 7 2 5 2 1 5 2 1 10 9 8 10 4 3
-0.5509110165221192,10,0 6 0 7 5 2 5 2 1 10 9 8 10 4 3
-0.6788766654352646,14,0 6 0 5 2 7 5 2 1 9 8 10 4 3
-0.5441655537560676,8,0 6 7 5 2 5 2 1 10 9 8 9 10 4 3
-0.45726225999099473,31,0 6 5 2 5 2 7 2 1 10 9 8 10 4 3
-0.5138787800415184,341,0 6 5 2 5 2 7 2 1 9 8 10 4 3
-0.6941166649047786,1,0 6 0 7 2 5 1 10 9 8 10 4 3
-0.9128442928649023,2,0 6 0 2 5 2 7 5 2 1 10 9 8 10 4 3
-0.6473680200703266,5,0 6 5 2 7 5 2 1 10 9 8 10 4 3
-0.4835422515777256,1,0 6 5 2 7 2 1 10 9 8 10 4 3
-0.5168240224074855,17,0 6 5 2 7 2 1 5 2 1 10 9 8 9 10 4 3
-0.48697818504032986,50,0 6 0 5 2 7 2 1 5 2 1 10 9 8 9 10 4 3
-1.0839029165634293,1,0 6 5 2 7 2 1 5 2 1 10 9 10 8 9 4 3
-0.9954900111999192,1,0 6 5 2 7 2 1 5 2 1 10 9 10 8 10 4 3
-1.0257031344884766,2,0 6 0 5 2 7 2 1 5 2 1 10 9 10 8 9 4 3
-0.4466981379797055,673,0 6 0 5 2 5 2 7 2 1 9 8 9 10 4 3
-0.414493710196229,80,6 0 5 2 7 2 5 2 1 10 9 8 10 4 3
-0.5000041467451701,16,6 0 7 2 1 5 2 5 2 1 10 9 8 10 4 3
-1.0245746353401441,1,0 6 0 7 2 1 5 2 5 2 1 10 9 8 10 9 10 4 3
-0.5891441123676482,3,0 6 0 2 5 2 5 2 7 1 10 9 8 10 4 3
-0.5511698721020108,12,0 6 5 2 7 2 1 5 2 1 10 9 8 10 4 3
-0.520410293415219,13,0 6 0 5 2 7 2 1 9 8 10 4 3
-0.584513480371695,6,0 6 7 5 2 5 2 1 10 9 8 10 4 3
-0.4213060882582329,1,6 0 7 2 5 2 1 10 9 8 10 4 3
-0.4765146871548166,569,0 6 0 5 2 7 2 5 2 1 9 8 10 4 3
-1.1914423255329765,2,0 6 0 7 2 1 5 2 5 2 1 10 9 8 10 9 4 3
-0.945764659361553,1,0 6 0 2 5 2 5 7 2 1 10 9 8 9 10 4 3
-0.4457247733781025,115,6 0 5 2 7 2 5 2 1 9 8 9 10 4 3
-0.4960468399522247,8,0 6 7 2 1 5 2 5 2 1 10 9 8 9 10 4 3
-0.4789392797487453,548,0 6 0 5 2 5 2 7 2 1 9 8 10 4 3
-0.9542245131177287,1,0 6 0 2 5 2 1 7 5 2 1 10 9 8 10 4 3
-0.39832984226150825,82,6 0 5 2 5 2 7 2 1 10 9 8 9 10 4 3
-0.6104336310161016,2,0 6 7 5 2 1 5 2 1 10 9 8 9 10 4 3
-0.6158307221274097,3,0 6 0 7 2 5 2 5 1 10 9 8 9 10 4 3
-0.558966251172866,2,6 0 7 5 2 5 2 1 10 9 8 10 4 3
-0.6179581616829899,121,0 6 5 2 7 2 1 5 2 1 9 8 10 4 3
-0.6168043458507058,2,0 6 0 7 5 2 1 5 2 1 10 9 8 10 4 3
-0.6088624450610973,1,0 6 5 2 5 2 1 7 2 1 10 9 8 9 10 4 3
-0.6190356064629484,30,0 6 0 7 5 2 5 2 1 9 8 10 4 3
-0.5951084639283976,70,0 6 0 7 2 5 2 1 5 2 9 8 10 4 3
-0.5113026504104692,369,0 6 5 2 7 2 5 2 1 9 8 10 4 3
-0.5146714449323363,10,0 6 0 7 5 2 5 2 1 10 9 8 9 10 4 3
-0.44702222242437856,142,6 0 7 2 5 2 5 2 1 9 8 9 10 4 3
-0.5132183272549671,1,0 6 5 2 7 2 1 5 1 10 9 8 9 10 4 3
-0.8915022077672237,2,0 6 0 2 1 7 5 2 5 2 1 10 9 8 10 4 3
-0.6344142841232759,1,0 6 2 5 2 5 2 7 1 10 9 8 9 10 4 3
-0.7519686807259607,1,0 6 0 2 7 2 5 2 5 1 10 9 8 9 10 4 3
-0.4159788103903699,5,0 6 0 5 2 7 2 1 10 9 8 9 10 4 3
-0.5533991292252434,156,0 6 0 7 2 1 5 2 5 2 1 9 8 10 4 3
-0.44563361351803354,773,0 6 0 7 2 5 2 5 2 1 9 8 9 10 4 3
-0.44440824497432835,720,0 6 0 5 2 7 2 5 2 1 9 8 9 10 4 3
-0.4483150655456411,9,0 6 0 5 2 7 2 1 10 9 8 10 4 3
-1.0301140427574684,1,0 6 0 2 5 2 5 2 1 7 1 10 9 8 9 10 4 3
-0.7405899114275709,1,0 6 0 7 2 1 5 2 5 1 10 9 8 10 4 3
-0.9763924459305766,1,0 6 0 7 2 5 2 5 2 1 9 10 8 10 4 3
-0.5433576185042753,226,0 6 0 5 2 7 2 1 5 2 1 9 8 9 10 4 3
-0.48154707057089474,15,0 6 0 5 2 7 2 1 9 8 9 10 4 3
-0.520121102745405,2,6 0 7 5 2 5 2 1 10 9 8 9 10 4 3
-0.5632543897772223,6,6 0 5 2 7 2 1 5 1 9 8 9 10 4 3
-0.5737862977638506,2,6 0 5 2 7 5 2 1 10 9 8 9 10 4 3
-0.6099839475431157,5,0 6 0 5 2 5 2 1 7 2 1 10 9 8 10 4 3
-0.4752612432043256,460,0 6 5 2 7 2 5 2 1 9 8 9 10 4 3
-0.6033227675900737,4,0 6 5 2 7 5 2 1 10 9 8 9 10 4 3
-0.4215254150970438,2,0 6 7 2 5 2 1 10 9 8 9 10 4 3
-1.4650248792201623,1,0 6 0 2 7 5 2 5 2 1 10 9 8 10 9 4 3
-1.0650491154920243,6,0 6 0 5 2 5 2 7 2 1 9 8 10 9 10 4 3
-0.9175841491926153,2,6 0 2 1 7 5 2 5 2 1 10 9 8 10 4 3
-0.590101874106361,213,0 6 0 7 2 5 2 1 5 2 1 9 8 10 4 3
-0.48538006723432053,10,0 6 0 7 2 5 2 1 9 8 10 4 3
-0.4779761394698596,469,0 6 7 2 5 2 5 2 1 9 8 9 10 4 3
-0.5744146865612613,8,0 6 0 5 2 5 2 1 7 2 1 10 9 8 9 10 4 3
-0.48532277241908983,1,6 0 5 2 7 2 1 5 1 10 9 8 9 10 4 3
-0.5141872276925991,366,0 6 7 2 5 2 5 2 1 9 8 10 4 3
-0.5779937486953809,126,0 6 5 2 7 2 1 5 2 1 9 8 9 10 4 3
-0.42772579016477164,66,6 0 5 2 5 2 7 2 1 10 9 8 10 4 3
-0.5189359502084425,204,0 6 0 7 2 1 5 2 5 2 1 9 8 9 10 4 3
-0.5537069716747645,249,0 6 0 7 2 5 2 1 5 2 1 9 8 9 10 4 3
-0.8860398753745727,15,0 6 0 2 1 5 2 5 2 7 1 9 8 9 10 4 3
-0.8760720738742779,5,0 6 7 2 1 5 2 5 1 9 8 10 4 3
-1.009002162625895,1,6 0 7 2 5 2 5 2 1 9 10 8 10 4 3
-0.4776858357982543,423,0 6 5 2 5 2 7 2 1 9 8 9 10 4 3
-0.8594629473407513,3,0 6 0 2 5 2 7 5 2 1 10 9 8 9 10 4 3
-1.069651394768558,1,0 6 5 2 7 5 2 1 10 9 10 8 9 10 4 3
-0.6763292252274351,12,0 6 0 5 2 5 2 1 7 2 1 9 8 10 4 3
-0.9198762261314172,2,0 6 0 7 2 5 2 5 2 1 9 10 8 9 10 4 3
-0.5189897236046629,11,0 6 5 2 7 2 1 9 8 9 10 4 3
-0.4903966546682332,12,6 0 5 2 7 2 1 5 2 1 10 9 8 9 10 4 3
-0.8552266478385022,1,0 6 2 1 5 2 7 5 2 1 10 9 8 10 4 3
-0.6040063456996816,4,0 6 0 5 2 1 7 2 1 5 2 1 10 9 8 9 10 4 3
-0.6012981143786473,1,0 6 0 7 2 1 5 2 1 5 1 10 9 8 10 4 3
-0.8008110619760682,1,0 6 0 7 2 5 2 1 5 10 9 8 10 4 3
-0.8620890875419575,1,0 6 0 7 2 5 2 1 2 1 5 1 10 9 8 10 4 3
-0.44814936597203114,105,6 0 5 2 5 2 7 2 1 9 8 9 10 4 3
-0.5284416178267843,12,0 6 7 2 5 2 1 5 2 1 10 9 8 9 10 4 3
-0.6309425330339711,107,0 6 7 2 5 2 1 5 2 1 9 8 10 4 3
-1.0338146578421832,1,0 6 5 2 7 2 5 2 1 10 9 8 10 9 10 4 3
-0.9678672672725668,8,0 6 0 2 7 2 1 5 2 5 1 9 8 10 4 3
-0.5263677770162491,8,0 6 7 2 5 2 1 5 1 9 8 9 10 4 3
-0.45638719424311136,2,0 6 7 2 5 2 1 10 9 8 10 4 3
-1.0008755364006452,1,6 0 2 7 2 5 1 5 2 1 9 8 10 4 3
-0.7902828078446638,2,0 6 7 2 1 5 2 5 1 10 9 8 10 4 3
-0.6956868282483835,20,0 6 0 2 7 2 1 5 2 1 9 8 9 10 4 3
-0.9771373056196379,1,0 6 5 2 7 2 1 10 9 10 9 8 10 4 3
-0.6873277062699745,5,0 6 0 7 2 5 2 5 1 9 8 9 10 4 3
-0.4487062335263024,26,0 6 0 7 2 5 2 1 9 8 9 10 4 3
-0.8445531492450732,1,0 6 2 1 5 2 5 2 7 1 10 9 8 9 10 4 3
-0.9666559690410659,1,0 6 0 5 2 5 2 7 2 1 10 9 10 8 9 4 3
-1.247325208874723,1,0 6 5 2 7 5 2 1 10 9 8 10 9 10 4 3
-0.5902567660824186,145,0 6 7 2 5 2 1 5 2 1 9 8 9 10 4 3
-0.7208246340605563,2,0 6 5 2 5 2 1 7 2 1 9 8 10 4 3
-0.9115899757269598,6,0 6 0 2 7 2 1 5 2 5 1 9 8 9 10 4 3
-0.7030176514672333,1,0 6 2 7 2 5 2 1 9 8 10 4 3
-0.5790040501694069,2,0 6 0 7 5 2 1 5 2 1 10 9 8 9 10 4 3
-0.8216359129751729,5,0 6 0 2 7 5 2 5 2 1 9 8 10 4 3
-0.9399006301098631,4,0 6 2 1 5 2 7 5 2 1 9 8 10 4 3
-1.3724490702837433,1,0 6 5 2 5 2 1 7 2 1 10 9 8 10 9 4 3
-0.5766569665478354,30,0 6 0 7 5 2 5 2 1 9 8 9 10 4 3
-0.5610225110950199,39,6 0 7 2 5 2 1 5 2 1 9 8 9 10 4 3
-0.9812504163261628,1,0 6 0 7 2 5 2 5 2 1 10 9 8 10 9 10 4 3
-0.691288164234333,3,6 0 5 2 5 2 1 7 2 1 9 8 10 4 3
-0.5884216918567668,28,6 0 5 2 7 2 1 5 2 1 9 8 10 4 3
-0.5633033661545651,2,0 6 5 2 7 2 1 9 8 10 4 3
-0.6962745859790685,1,0 6 0 7 2 1 5 2 5 1 10 9 8 9 10 4 3
-0.5527516260199602,68,6 0 5 2 7 2 1 5 2 9 8 9 10 4 3
-0.5447432836233755,5,0 6 0 5 2 1 7 2 5 2 1 10 9 8 9 10 4 3
-0.5158551433410897,5,0 6 0 5 2 1 5 2 7 2 1 10 9 8 10 4 3
-0.48199142977125176,1,0 6 0 5 2 7 2 1 5 1 10 9 8 9 10 4 3
-0.479920151220107,100,6 0 5 2 7 2 5 2 1 9 8 10 4 3
-0.48129869083177534,103,6 0 7 2 5 2 5 2 1 9 8 10 4 3
-0.6812269658405787,7,0 6 0 5 2 1 7 2 5 2 10 9 8 10 4 3
-0.5317832156877885,1,6 0 7 2 1 5 2 1 5 2 1 10 9 8 9 10 4 3
-0.48499232256933655,7,0 6 0 5 2 1 5 2 7 2 1 10 9 8 9 10 4 3
-0.5265567417079018,2,0 6 0 7 2 1 5 2 1 5 2 1 10 9 8 9 10 4 3
-0.5419078071176656,2,0 6 0 1 7 2 5 2 1 5 2 1 9 8 10 4 3
-0.6180696788807655,3,0 6 0 7 2 1 5 2 1 5 2 1 9 8 10 4 3
-0.6751454170519713,3,0 6 5 2 5 2 1 7 2 1 9 8 9 10 4 3
-0.8007956715811755,1,0 6 2 7 5 2 5 2 1 10 9 8 10 4 3
-0.5787508918190254,7,0 6 0 5 2 1 7 2 5 2 1 10 9 8 10 4 3
-0.3973495984885837,33,0 6 0 1 5 2 7 2 5 2 1 9 8 9 10 4 3
-0.8782430636775557,1,0 6 0 5 2 5 2 7 2 1 10 9 10 8 10 4 3
-0.35520281085653216,22,0 6 0 1 7 2 5 2 5 2 1 10 9 8 9 10 4 3
-0.5811409371872517,1,0 6 0 1 5 2 5 2 1 7 2 1 9 8 9 10 4 3
-0.5820961313320285,7,0 6 0 7 2 1 5 2 1 5 2 1 9 8 9 10 4 3
-0.6117733796049163,10,6 0 5 2 1 7 2 5 2 1 9 8 9 10 4 3
-0.6612197419389033,1,0 6 7 2 5 2 1 5 2 10 9 8 10 4 3
-0.426767475934088,3,0 6 0 1 5 2 7 2 1 9 8 9 10 4 3
-0.46830471672863855,1,0 6 0 7 2 1 5 2 1 10 9 8 9 10 4 3
-0.8024001585342656,3,0 6 0 2 1 7 2 5 2 1 9 8 10 4 3
-0.8105237964899868,1,6 0 2 1 5 2 7 5 2 1 10 9 8 10 4 3
-0.5579546423979955,2,0 6 0 7 2 1 5 2 1 5 2 1 10 9 8 10 4 3
-0.34586565125486357,18,0 6 0 1 5 2 7 2 5 2 1 10 9 8 9 10 4 3
-0.4331789398188735,22,0 6 0 1 7 2 5 2 5 2 1 9 8 10 4 3
-0.5874577601361842,2,6 0 5 2 1 7 2 5 2 1 10 9 8 10 4 3
-0.7510770495269321,10,0 6 2 7 2 1 5 2 1 9 8 9 10 4 3
-0.5500981938595035,36,6 0 5 2 7 2 1 5 2 1 9 8 9 10 4 3
-0.3678852076878593,2,0 6 0 1 5 2 7 2 1 10 9 8 9 10 4 3
-0.6393632856073211,1,0 6 1 7 2 1 5 2 5 2 1 9 8 9 10 4 3
-0.6353960411578873,19,0 6 0 5 2 5 2 1 7 2 1 9 8 9 10 4 3
-0.3571129192281247,11,0 6 0 1 5 2 5 2 7 2 1 10 9 8 9 10 4 3
-0.6388145759028604,6,0 6 7 2 5 2 1 5 2 9 8 10 4 3
-0.5785029182677992,3,0 6 5 2 1 5 2 7 2 1 9 8 9 10 4 3
-0.618497282406727,3,0 6 5 2 1 5 2 7 2 1 9 8 10 4 3
-0.572751356439072,9,0 6 1 7 2 5 2 5 2 1 9 8 9 10 4 3
-0.8368932045091538,1,0 6 0 2 7 2 1 5 2 5 1 10 9 8 9 10 4 3
-0.5999886159884901,51,6 0 7 2 5 2 1 5 2 1 9 8 10 4 3
-0.5971400886161946,1,0 6 0 7 5 2 1 9 8 9 10 4 3
-0.6646726012272017,1,0 6 0 1 7 5 2 1 5 2 10 9 8 10 4 3
-0.5210678034094743,3,6 0 5 2 1 5 2 7 2 1 10 9 8 10 4 3
-0.5696948264990062,5,0 6 0 7 2 1 5 2 1 9 8 10 4 3
-0.6874534868286668,7,0 6 0 7 5 2 1 5 2 1 9 8 10 4 3
-0.5454891613583049,71,0 6 0 5 2 7 2 1 5 2 9 8 9 10 4 3
-0.9373381418877231,1,0 6 2 7 5 2 1 5 2 1 9 8 10 4 3
-0.5147336408590715,1,0 6 5 2 1 5 2 7 2 1 10 9 8 9 10 4 3
-0.6436282224440757,9,0 6 0 7 5 2 1 5 2 1 9 8 9 10 4 3
-0.4040995768075326,370,6 0 1 7 2 5 2 5 2 1 9 8 9 10 4 3
-0.5707406844972674,9,0 6 1 5 2 7 2 5 2 1 9 8 9 10 4 3
-0.6182164186475569,3,0 6 7 2 1 5 2 1 5 2 1 9 8 9 10 4 3
-0.531436301440647,4,0 6 0 1 7 5 2 5 2 1 9 8 9 10 4 3
-0.5796867264432628,16,0 6 0 5 2 1 5 2 7 2 1 9 8 10 4 3
-0.6047953686441719,4,6 0 5 2 7 2 1 5 1 9 8 10 4 3
-0.9774569703922487,3,0 6 0 5 2 5 2 7 2 1 9 10 8 10 4 3
-0.5273280453153331,2,0 6 0 1 5 2 1 7 2 5 2 1 10 9 8 10 4 3
-0.5243197662139022,72,6 0 7 2 1 5 2 5 2 1 9 8 9 10 4 3
-0.6112160391812294,2,0 6 1 7 2 5 2 1 5 2 1 10 9 8 9 10 4 3
-0.5535540212013009,101,0 6 7 2 1 5 2 5 2 1 9 8 9 10 4 3
-0.36470038095713536,3,6 0 1 5 2 7 2 1 10 9 8 9 10 4 3
-0.8003050011553372,1,0 6 2 7 2 1 5 1 5 2 1 10 9 8 9 10 4 3
-0.4050431391918818,42,0 6 0 1 7 2 5 2 5 2 1 9 8 9 10 4 3
-0.5438399896781452,17,0 6 0 5 2 1 5 2 7 2 1 9 8 9 10 4 3
-0.3418571454203738,175,6 0 1 5 2 7 2 5 2 1 10 9 8 9 10 4 3
