similarity,counts,sequence
-0.8858760101691502,1527,6 0 1 5 2 5 2 7 2 8 9 8 9 8 9 8 4 3
-0.9317694279640382,1513,6 0 1 7 2 5 2 5 2 8 9 8 9 8 9 8 4 3
-0.9641137022051066,1501,0 6 0 5 2 5 2 7 2 1 10 4 3
-0.8862678323028466,1495,6 0 1 5 2 7 2 5 2 8 9 8 9 8 9 8 4 3
-0.949117344907425,1442,0 6 0 5 2 7 2 5 2 1 10 4 3
-0.4449928191426386,1437,6 0 1 5 2 7 2 5 2 9 8 10 4 3
-0.4467619840336152,1421,6 0 1 7 2 5 2 5 2 9 8 10 4 3
-0.4941488117759738,1375,6 0 1 5 2 5 2 7 2 9 8 10 4 3
-16.974381038159393,1359,6 0 7 2 1 5 2 5 2 1 4 3
-0.8952623812689989,1287,6 0 1 7 2 5 2 5 2 8 9 8 9 8 9 8 9 8 4 3
-0.8538972943042793,1283,6 0 1 5 2 7 2 5 2 8 9 8 9 8 9 8 9 8 4 3
-0.9766594645388236,1279,0 6 0 7 2 5 2 5 2 1 8 9 8 9 4 3
-17.006425748245555,1237,6 0 7 2 5 2 1 5 2 1 4 3
-0.9158495052350428,1235,0 6 0 5 2 5 2 7 2 1 8 9 8 9 4 3
-16.992380197514176,1227,6 0 5 2 7 2 1 5 2 1 4 3
-0.9078902092099894,1197,0 6 0 5 2 7 2 5 2 1 8 9 8 9 4 3
-0.8535410923645553,1179,6 0 1 5 2 5 2 7 2 8 9 8 9 8 9 8 9 8 4 3
-0.8544310474382768,1153,6 0 1 5 2 7 2 5 2 8 9 8 9 8 9 4 3
-0.9023274639237416,1128,6 0 1 7 2 5 2 5 2 8 9 8 9 8 9 4 3
-0.8540186030870175,1123,6 0 1 5 2 5 2 7 2 8 9 8 9 8 9 4 3
-0.5530948756900673,1111,6 0 1 7 2 5 2 5 2 9 8 9 4 3
-0.8235511299983083,1109,6 0 1 5 2 7 2 5 2 8 9 8 9 8 9 8 9 4 3
-0.8668859830089671,1081,6 0 1 7 2 5 2 5 2 8 9 8 9 8 9 8 9 4 3
-0.5513257107990908,1067,6 0 1 5 2 7 2 5 2 9 8 9 4 3
-0.600481703432426,1055,6 0 1 5 2 5 2 7 2 9 8 9 4 3
-0.5778901518777534,1049,0 6 0 7 2 5 2 5 2 1 9 8 9 4 3
-0.8231779660614545,1042,6 0 1 5 2 5 2 7 2 8 9 8 9 8 9 8 9 4 3
-16.934965358256793,997,0 6 0 5 2 7 2 1 5 2 4 3
-16.949010908988168,969,0 6 0 7 2 5 2 1 5 2 4 3
-0.579017295425406,960,0 6 0 5 2 5 2 7 2 1 9 8 9 4 3
-0.5765927028314773,953,0 6 0 5 2 7 2 5 2 1 9 8 9 4 3
-0.6167996192585271,896,6 0 1 5 2 7 2 5 2 9 8 4 3
-1.0402388052565787,866,0 6 7 2 5 2 5 2 1 8 9 8 9 4 3
-1.0037387950751842,856,0 6 0 7 2 5 2 5 2 1 8 9 8 9 8 4 3
-0.6692326780674179,825,6 0 1 5 2 5 2 7 2 9 8 4 3
-0.6186867284755687,814,6 0 1 7 2 5 2 5 2 9 8 4 3
-0.9744343423039056,812,0 6 5 2 5 2 7 2 1 8 9 8 9 4 3
-0.9660068523950256,792,0 6 5 2 7 2 5 2 1 8 9 8 9 4 3
-0.9385889742373412,791,0 6 0 5 2 7 2 5 2 1 8 9 8 9 8 4 3
-18.221831342666885,781,0 6 0 7 2 5 2 5 2 1 10
-0.9461293599452862,776,0 6 0 5 2 5 2 7 2 1 8 9 8 9 8 4 3
-0.4456336135180336,773,0 6 0 7 2 5 2 5 2 1 9 8 9 10 4 3
-16.881665638745964,737,6 0 1 7 2 1 5 2 5 2 4 3
-0.4444082449743284,720,0 6 0 5 2 7 2 5 2 1 9 8 9 10 4 3
-18.234317712436727,715,0 6 0 5 2 5 2 7 2 1 10
-18.217014223247094,704,0 6 0 5 2 7 2 5 2 1 10
-0.620520119349051,696,0 6 7 2 5 2 5 2 1 9 8 9 4 3
-0.4466981379797055,673,0 6 0 5 2 5 2 7 2 1 9 8 9 10 4 3
-0.6202116716979704,668,0 6 5 2 5 2 7 2 1 9 8 9 4 3
-19.74899973186105,658,0 6 7 2 5 2 5 2 1 10
-0.6176355420669213,656,0 6 5 2 7 2 5 2 1 9 8 9 4 3
-0.4778121362010926,645,0 6 0 7 2 5 2 5 2 1 9 8 10 4 3
-0.6409322186258914,645,0 6 0 7 2 5 2 5 2 1 9 8 4 3
-0.6395536790142231,630,0 6 0 5 2 7 2 5 2 1 9 8 4 3
-0.6421298086452722,626,0 6 0 5 2 5 2 7 2 1 9 8 4 3
-17.071727129998788,617,0 6 0 5 2 5 2 1 7 2 4 3
-0.9951824019691726,598,0 6 5 2 7 2 5 2 1 8 9 8 9 8 4 3
-1.065290357449528,594,0 6 7 2 5 2 5 2 1 8 9 8 9 8 4 3
-19.741773135595654,585,0 6 5 2 7 2 5 2 1 10
-19.760518582217763,578,0 6 5 2 5 2 7 2 1 10
-15.74140124825726,577,0 6 0 1 7 2 5 2 5 2 1 4 3
-0.4765146871548166,569,0 6 0 5 2 7 2 5 2 1 9 8 10 4 3
-0.4970595335602501,565,6 0 1 5 2 7 2 1 5 2 9 8 9 10 4 3
-18.243815980040818,551,0 6 5 2 7 2 1 5 2 4 3
-0.4789392797487453,548,0 6 0 5 2 5 2 7 2 1 9 8 10 4 3
-1.1038740766692232,548,6 0 1 7 2 5 2 5 2 8 4 3
-1.0388717971532349,544,6 0 1 5 2 7 2 5 2 8 4 3
-1.038312051247955,537,6 0 1 5 2 5 2 7 2 8 4 3
-1.0031416979942258,527,0 6 5 2 5 2 7 2 1 8 9 8 9 8 4 3
-15.739920207125554,521,0 6 0 1 5 2 5 2 7 2 1 4 3
-0.5148794418833205,516,6 0 1 7 2 5 2 1 5 2 9 8 9 10 4 3
-15.975835122492,512,0 6 0 5 2 1 7 2 5 2 1 4 3
-18.260795542576727,512,0 6 7 2 5 2 1 5 2 4 3
-15.72913708127717,504,0 6 0 1 5 2 7 2 5 2 1 4 3
-19.80329520158805,480,6 0 7 2 1 5 2 5 2 1
-0.4465659018168799,477,6 0 1 5 2 7 2 5 2 10 9 8 9 10 4 3
-0.4779761394698596,469,0 6 7 2 5 2 5 2 1 9 8 9 10 4 3
-0.4538762991586571,466,6 0 1 7 2 5 2 5 2 10 9 8 9 10 4 3
-0.4752612432043256,460,0 6 5 2 7 2 5 2 1 9 8 9 10 4 3
-0.5322631103634397,456,6 0 1 5 2 7 2 1 5 2 9 8 10 4 3
-0.6906069883784848,455,0 6 7 2 5 2 5 2 1 9 8 4 3
-19.840680696688565,454,6 0 7 2 5 2 1 5 2 1
-0.4813082303471037,446,6 0 1 7 2 1 5 2 5 2 9 8 9 10 4 3
-0.6000562412846296,445,6 0 1 7 2 5 2 5 2 9 8 9 8 9 8 4 3
-0.6875301059442129,440,0 6 5 2 7 2 5 2 1 9 8 4 3
-0.5511312485878672,429,6 0 1 7 2 5 2 1 5 2 9 8 10 4 3
-19.82429422083529,424,6 0 5 2 7 2 1 5 2 1
-17.052480249651175,423,0 6 1 7 2 5 2 5 2 1 4 3
-0.4776858357982543,423,0 6 5 2 5 2 7 2 1 9 8 9 10 4 3
-0.6902779775506654,421,0 6 5 2 5 2 7 2 1 9 8 4 3
-15.883095607759484,419,0 6 0 5 2 1 5 2 7 2 1 4 3
-0.5155852599024611,415,6 0 1 7 2 1 5 2 5 2 9 8 10 4 3
-0.486182029705385,415,6 0 1 5 2 5 2 7 2 10 9 8 9 10 4 3
-0.6399609383308263,408,6 0 1 5 2 5 2 7 2 9 8 9 8 9 8 4 3
-16.895610004646098,408,6 0 1 7 2 5 2 1 5 2 4 3
-16.872698693945008,403,6 0 1 5 2 7 2 1 5 2 4 3
-17.058749504039366,401,0 6 1 5 2 5 2 7 2 1 4 3
-0.3959786171762734,399,6 0 1 5 2 7 2 5 2 1 9 8 9 10 4 3
-17.04719615491609,398,0 6 1 5 2 7 2 5 2 1 4 3
-0.4787992649881064,396,6 0 1 5 2 7 2 5 2 10 9 8 10 4 3
-16.834055417483803,395,6 0 1 5 2 5 2 7 2 1 4 3
-0.5207457533406413,387,6 0 1 5 2 5 2 7 2 10 9 8 10 4 3
-16.00427200384848,387,0 6 0 5 2 5 2 1 7 2 1 4 3
-18.20530033393249,384,6 0 7 2 1 5 2 5 2 4 3
-16.822502068360528,382,6 0 1 5 2 7 2 5 2 1 4 3
-0.95117632217945,380,6 0 1 7 2 5 2 1 5 2 8 9 8 9 8 9 8 4 3
-16.835642247267767,377,6 0 1 7 2 5 2 5 2 1 4 3
-0.3982685101816504,372,6 0 1 5 2 5 2 7 2 1 9 8 9 10 4 3
-0.4040995768075326,370,6 0 1 7 2 5 2 5 2 1 9 8 9 10 4 3
-0.5113026504104692,369,0 6 5 2 7 2 5 2 1 9 8 10 4 3
-0.5985664182185441,367,6 0 1 5 2 7 2 5 2 9 8 9 8 9 8 4 3
-0.5141872276925991,366,0 6 7 2 5 2 5 2 1 9 8 10 4 3
-0.93590211504539,362,6 0 1 5 2 7 2 1 5 2 8 9 8 9 8 9 8 4 3
-0.4865396857029295,357,6 0 1 7 2 5 2 5 2 10 9 8 10 4 3
-18.220317343363398,351,6 0 7 2 5 2 1 5 2 4 3
-18.205191365652688,346,6 0 5 2 7 2 1 5 2 4 3
-0.9643879158611788,342,6 0 1 7 2 1 5 2 5 2 8 9 8 9 8 9 8 4 3
-0.5138787800415184,341,0 6 5 2 5 2 7 2 1 9 8 10 4 3
-0.42523625772158186,334,6 0 1 5 2 7 2 5 2 1 9 8 10 4 3
-17.28310879820983,326,0 6 0 7 2 1 5 2 5 1 4 3
-0.9006229671561045,325,6 0 1 5 2 7 2 1 5 2 8 9 8 9 8 9 8 9 8 4 3
-0.9145689823654636,321,6 0 1 7 2 5 2 1 5 2 8 9 8 9 8 9 8 9 8 4 3
-17.179565584585593,316,0 6 0 2 7 2 1 5 2 1 4 3
-0.9241768010519392,307,6 0 1 7 2 5 2 1 5 2 8 9 8 9 8 9 4 3
-0.9081388835611759,304,6 0 1 5 2 7 2 1 5 2 8 9 8 9 8 9 4 3
-0.4338349208605621,302,6 0 1 7 2 5 2 5 2 1 9 8 10 4 3
-0.4276608503155104,301,6 0 1 5 2 5 2 7 2 1 9 8 10 4 3
-17.023323345809136,299,0 6 5 2 1 5 2 7 2 1 4 3
-0.8737800681754879,297,6 0 1 5 2 7 2 1 5 2 8 9 8 9 8 9 8 9 4 3
-17.122687111593972,294,0 6 5 2 1 7 2 5 2 1 4 3
-0.9535303893651508,294,0 6 0 5 2 7 2 5 2 1 8 4 3
-0.6323411260401004,292,6 0 1 5 2 7 2 1 5 2 9 8 9 4 3
-1.0119026088555338,291,0 6 0 7 2 1 5 2 5 2 1 10 4 3
-1.036053495759752,289,0 6 0 7 2 5 2 5 2 1 8 4 3
-0.9266317418139988,287,6 0 1 7 2 1 5 2 5 2 8 9 8 9 8 9 8 9 8 4 3
-0.9630815445952148,286,0 6 0 5 2 5 2 7 2 1 8 4 3
-0.9912396759970434,286,6 0 7 2 5 2 5 2 1 10 4 3
-1.0103488439738328,284,0 6 0 7 2 1 5 2 5 2 1 8 9 8 9 4 3
-1.0281776130618183,283,0 6 0 5 2 7 2 1 5 2 1 8 9 8 9 4 3
-0.6512092642645279,283,6 0 1 7 2 5 2 1 5 2 9 8 9 4 3
-1.0385269662323076,281,0 6 0 7 2 5 2 1 5 2 1 8 9 8 9 4 3
-0.9364703825688028,281,6 0 5 2 7 2 5 2 1 8 9 8 9 4 3
-0.8883599931670908,281,6 0 1 7 2 5 2 1 5 2 8 9 8 9 8 9 8 9 4 3
-0.5470989515029939,280,6 0 1 5 2 7 2 5 2 9 8 9 8 9 8 9 4 3
-0.9551024960714126,278,0 6 0 5 2 7 2 5 2 1 8 9 4 3
-18.519989624437326,275,0 6 2 7 2 1 5 2 1 4 3
-1.050371407581573,275,0 6 0 7 2 5 2 1 5 2 1 10 4 3
-0.6156632755791218,274,6 0 1 7 2 1 5 2 5 2 9 8 9 4 3
-1.0324679083163508,274,0 6 0 7 2 5 2 5 2 1 8 9 4 3
-19.773696717554948,272,0 6 0 7 2 5 2 1 5 2
-0.5287725614662773,269,6 0 7 2 1 5 2 5 2 9 8 9 10 4 3
-1.0273606118152063,267,0 6 5 2 7 2 5 2 1 8 4 3
-0.986635687168957,266,0 6 0 5 2 7 2 5 2 1 8 9 8 4 3
-0.5864237456096622,264,6 0 1 5 2 5 2 7 2 9 8 9 8 9 8 9 4 3
-0.7188337755368392,264,6 0 1 7 2 5 2 1 5 2 9 8 4 3
-19.72156517639706,264,0 6 5 2 7 2 1 5 4 3
-1.0380815506916174,261,0 6 0 5 2 7 2 1 5 2 1 10 4 3
-1.059450192811252,257,0 6 0 7 2 5 2 5 2 1 8 9 8 4 3
-1.08630873795677,257,0 6 7 2 1 5 2 5 2 1 10 4 3
-0.6479172551420896,256,0 6 0 7 2 1 5 2 5 2 1 9 8 9 4 3
-0.5050721139766025,255,6 0 1 5 2 5 2 7 2 10 9 8 9 4 3
-18.62059326943082,255,0 6 7 2 1 5 2 5 1 4 3
-0.9640567040995976,255,0 6 0 5 2 5 2 7 2 1 8 9 4 3
-0.6419810429620936,253,6 0 1 5 2 7 2 5 2 10 9 8 4 3
-1.1174994117185206,252,0 6 7 2 5 2 5 2 1 8 4 3
-0.5485142834157753,251,6 0 1 7 2 5 2 5 2 9 8 9 8 9 8 9 4 3
-0.6846200000232072,251,0 6 0 7 2 5 2 1 5 2 1 9 8 9 4 3
-18.23344909981181,250,0 6 0 7 2 5 2 1 5 4 3
-0.5537069716747645,249,0 6 0 7 2 5 2 1 5 2 1 9 8 9 10 4 3
-0.674491317720245,248,6 0 7 2 1 5 2 5 2 9 8 9 4 3
-18.19836072244839,247,0 6 0 5 2 7 2 1 5 4 3
-1.0092848882110976,245,6 0 7 2 5 2 5 2 1 8 9 8 9 4 3
-0.9380489744177544,245,6 0 1 7 2 1 5 2 5 2 8 9 8 9 8 9 4 3
-0.6736956827876909,245,0 6 0 5 2 7 2 1 5 2 1 9 8 9 4 3
-0.4631256256240675,244,6 0 1 5 2 7 2 5 2 10 9 8 9 4 3
-0.4708660463388905,244,6 0 1 7 2 5 2 5 2 10 9 8 9 4 3
-1.002834162211888,244,6 0 5 2 5 2 7 2 1 10 4 3
-1.0375939924188462,244,0 6 5 2 5 2 7 2 1 8 4 3
-16.371986789359713,244,0 6 0 2 1 7 5 2 5 2 1 4 3
-0.9448978724776824,243,6 0 5 2 5 2 7 2 1 8 9 8 9 4 3
-19.761585635434702,240,0 6 7 2 5 2 1 5 4 3
-0.9009710598632864,238,6 0 1 7 2 1 5 2 5 2 8 9 8 9 8 9 8 9 4 3
-0.629328236747874,236,6 0 1 7 2 1 5 2 5 2 10 4 3
-19.757310241701678,233,0 6 0 5 2 7 2 1 5 2
-0.6810661625585954,231,6 0 1 7 2 1 5 2 5 2 9 8 4 3
-0.9413297900709484,229,0 6 0 5 2 7 2 5 2 1 10 8 9 8 9 4 3
-1.1273421232645455,227,0 6 7 2 5 2 1 5 2 1 10 4 3
-0.9867666365358004,226,6 0 5 2 7 2 5 2 1 10 4 3
-0.5433576185042753,226,0 6 0 5 2 7 2 1 5 2 1 9 8 9 10 4 3
-1.1126265024001003,221,0 6 5 2 7 2 1 5 2 1 10 4 3
-0.9950631770778368,220,0 6 0 5 2 5 2 7 2 1 8 9 8 4 3
-17.56874470732563,219,0 6 2 1 7 5 2 5 2 1 4 3
-0.6502052399715931,219,6 0 1 7 2 5 2 5 2 10 9 8 4 3
-0.6951864796050583,218,0 6 0 7 2 5 2 1 5 2 9 8 9 4 3
-1.1082450573816416,218,0 6 7 2 5 2 5 2 1 8 9 4 3
-0.7684416107785423,215,6 0 1 5 2 5 2 7 2 8 10 4 3
-0.590101874106361,213,0 6 0 7 2 5 2 1 5 2 1 9 8 10 4 3
-17.153155198761635,211,0 6 5 2 5 2 1 7 2 1 4 3
-0.9446257138844959,208,0 6 0 7 2 5 2 5 2 1 10 8 9 8 9 4 3
-17.505120348114215,207,0 6 2 1 5 2 5 2 7 1 4 3
-0.8581829066086528,205,6 0 1 5 2 7 2 5 2 1 8 9 8 9 8 9 8 4 3
-0.5189359502084425,204,0 6 0 7 2 1 5 2 5 2 1 9 8 9 10 4 3
-0.8650051603444124,204,6 0 1 5 2 5 2 7 2 1 8 9 8 9 8 9 8 4 3
-0.6987863786733852,201,6 0 1 5 2 7 2 1 5 2 9 8 4 3
-1.0336666660352791,201,0 6 5 2 5 2 7 2 1 8 9 4 3
-0.686549186836662,201,6 0 1 5 2 5 2 7 2 10 9 8 4 3
-16.931059878396674,200,0 6 0 7 2 5 2 1 5 1 4 3
-0.7689640402901375,200,6 0 1 5 2 7 2 5 2 8 10 4 3
-14.977092368897994,199,0 6 0 7 2 1 5 2 1 5 2 1 4 3
-0.9230384892512712,199,6 0 1 7 2 5 2 5 2 1 8 9 8 9 8 9 8 4 3
-16.2323893768892,198,0 6 0 2 1 5 2 7 5 2 1 4 3
-0.7502319362653049,198,0 6 0 7 2 5 2 1 5 2 1 9 8 4 3
-16.796327752196408,197,0 6 0 1 7 2 5 2 5 2 4 3
-0.8888779175179959,197,6 0 1 7 2 5 2 5 2 1 8 9 8 9 8 9 8 9 8 4 3
-16.31260405409573,196,0 6 0 2 1 5 2 5 2 7 1 4 3
-0.5934024958592939,196,6 0 1 7 2 5 2 5 2 9 8 9 8 9 8 9 8 4 3
-1.1321776628408933,194,0 6 7 2 5 2 5 2 1 8 9 8 4 3
-1.0513270696452106,192,0 6 0 5 2 7 2 1 5 2 1 8 9 8 9 8 4 3
-1.0241155108052151,191,0 6 5 2 7 2 5 2 1 8 9 4 3
-0.8296328345050596,191,6 0 1 7 2 5 2 5 2 8 10 4 3
-1.1020112047820474,191,0 6 7 2 5 2 1 5 2 1 8 9 8 9 4 3
-1.0343897390116246,190,0 6 0 7 2 1 5 2 5 2 1 8 9 8 9 8 4 3
-1.0897481873950097,190,0 6 5 2 7 2 1 5 2 1 8 9 8 9 4 3
-0.6295067455677578,189,6 0 1 5 2 5 2 7 2 9 8 9 8 9 8 9 8 4 3
-0.7481762666410916,187,6 0 7 2 1 5 2 5 2 9 8 4 3
-16.76508722910314,187,0 6 0 1 5 2 7 2 5 2 4 3
-0.5920545607042643,186,6 0 1 5 2 7 2 5 2 9 8 9 8 9 8 9 8 4 3
-1.0611589551571756,186,0 6 0 7 2 5 2 1 5 2 1 8 9 8 9 8 4 3
-0.8296619507573445,185,6 0 1 5 2 7 2 5 2 1 8 9 8 9 8 9 8 9 8 4 3
-16.78849306208137,184,0 6 0 1 5 2 5 2 7 2 4 3
-0.7386650121335817,183,0 6 0 5 2 7 2 1 5 2 1 9 8 4 3
-1.053306212925493,181,0 6 5 2 7 2 5 2 1 8 9 8 4 3
-0.3516857344747619,179,6 0 1 7 2 5 2 5 2 1 10 9 8 9 10 4 3
-0.9531690195164868,179,0 6 0 5 2 5 2 7 2 1 10 8 9 8 9 4 3
-1.0722676312869908,179,0 6 7 2 1 5 2 5 2 1 8 9 8 9 4 3
-0.3536963748659119,179,6 0 1 5 2 5 2 7 2 1 10 9 8 9 10 4 3
-0.5791775568708446,179,0 6 0 5 2 7 2 1 5 2 1 9 8 10 4 3
-17.419176051107222,179,0 6 2 1 5 2 7 5 2 1 4 3
-1.062260420953678,177,0 6 5 2 5 2 7 2 1 8 9 8 4 3
-1.0288865815881802,176,6 0 7 2 1 5 2 5 2 8 9 8 9 8 9 8 4 3
-0.568158426063793,176,6 0 7 2 1 5 2 5 2 9 8 10 4 3
-18.231174709816734,175,0 6 0 7 2 1 5 2 1 4 3
-0.3418571454203738,175,6 0 1 5 2 7 2 5 2 1 10 9 8 9 10 4 3
-0.8358909650378207,175,6 0 1 5 2 5 2 7 2 1 8 9 8 9 8 9 8 9 8 4 3
-0.3768572348396914,173,6 0 1 7 2 5 2 5 2 1 10 9 8 10 4 3
-0.683619555473335,173,0 6 0 5 2 7 2 1 5 2 9 8 9 4 3
-18.36555235773828,173,0 6 0 5 2 7 5 2 1 4 3
-0.8232359686984054,172,0 6 0 5 2 5 2 1 7 2 9 8 9 4 3
-0.9763891517024194,171,6 0 1 7 2 5 2 5 2 8 9 8 9 8 4 3
-0.5876315824882276,168,6 0 7 2 5 2 5 2 1 9 8 9 4 3
-0.7310205487106318,167,0 6 7 2 5 2 1 5 2 1 9 8 9 4 3
-21.560710511395975,165,0 6 5 2 7 2 1 5 2
-19.902689447961105,165,0 6 5 2 7 5 2 1 4 3
-0.7113702063911804,165,0 6 0 7 2 1 5 2 5 2 1 9 8 4 3
-0.4001093592365223,164,0 6 0 5 2 7 2 5 2 1 10 9 8 9 4 3
-0.7995935510313296,164,6 0 1 5 2 7 2 5 2 1 8 9 8 9 8 9 8 9 4 3
-18.24146366347819,163,0 6 7 2 5 2 1 5 1 4 3
-0.7655595668361528,162,0 6 0 7 2 5 2 1 5 2 9 8 4 3
-0.8265337147026018,161,6 0 1 5 2 7 2 5 2 1 8 9 8 9 8 9 4 3
-0.9980754853490916,160,0 6 5 2 7 2 5 2 1 10 8 9 8 9 4 3
-15.982511148668733,160,0 6 7 2 1 5 2 1 5 2 1 4 3
-0.7163156192081109,159,0 6 0 5 2 1 5 2 7 2 9 8 9 4 3
-0.9258318231899842,158,6 0 1 5 2 7 2 5 2 8 9 8 9 8 4 3
-0.8615011526447383,157,6 0 1 7 2 5 2 5 2 1 8 9 8 9 8 9 8 9 4 3
-0.4035883899286001,156,0 6 0 7 2 5 2 5 2 1 10 9 8 9 4 3
-0.5533991292252434,156,0 6 0 7 2 1 5 2 5 2 1 9 8 10 4 3
-17.013437664590228,154,0 6 0 5 2 7 2 1 5 1 4 3
-0.6296922648311983,154,0 6 0 5 2 5 2 7 2 1 9 8 9 8 4 3
-0.8946320764773512,153,6 0 1 7 2 5 2 5 2 1 8 9 8 9 8 9 4 3
-1.002893216192691,153,0 6 7 2 5 2 5 2 1 10 8 9 8 9 4 3
-0.9672868471332952,152,6 0 5 2 7 2 5 2 1 8 9 8 9 8 4 3
-21.58077726712023,152,0 6 7 2 5 2 1 5 2
-0.8336970811251497,152,6 0 1 5 2 5 2 7 2 1 8 9 8 9 8 9 4 3
-1.0360561024621295,151,6 0 7 2 5 2 5 2 1 8 9 8 9 8 4 3
-0.6286277403695265,151,0 6 0 7 2 5 2 5 2 1 9 8 9 8 4 3
-0.7880092776643963,150,0 6 0 5 2 1 5 2 7 2 9 8 4 3
-0.5862530428765592,150,6 0 5 2 7 2 5 2 1 9 8 9 4 3
-19.759121712940047,150,0 6 7 2 1 5 2 1 4 3
-0.6921588188365072,150,0 6 7 2 1 5 2 5 2 1 9 8 9 4 3
-0.37897957747479416,150,6 0 1 5 2 5 2 7 2 1 10 9 8 10 4 3
-0.6274023718258213,150,0 6 0 5 2 7 2 5 2 1 9 8 9 8 4 3
-0.9752461431583485,148,6 0 5 2 5 2 7 2 1 8 9 8 9 8 4 3
-17.08526639569048,148,0 6 0 5 2 7 2 1 5 2 1 10
-16.364811342101227,147,0 6 0 2 7 2 1 5 2 5 1 4 3
-0.8061057023245549,146,6 0 1 5 2 5 2 7 2 1 8 9 8 9 8 9 8 9 4 3
-0.9016121489978342,146,0 6 0 5 2 5 2 1 7 2 9 8 4 3
-0.7613946619481211,146,0 6 0 5 2 1 7 2 5 2 9 8 9 4 3
-1.0045560466859966,145,6 0 7 2 1 5 2 5 2 8 9 8 9 8 9 4 3
-0.5902567660824186,145,0 6 7 2 5 2 1 5 2 1 9 8 9 10 4 3
-0.412606323651257,145,0 6 0 5 2 5 2 7 2 1 10 9 8 9 4 3
-0.9253964652636548,144,6 0 1 5 2 5 2 7 2 8 9 8 9 8 4 3
-0.3664826130600596,143,6 0 1 5 2 7 2 5 2 1 10 9 8 10 4 3
-1.0105724497638264,143,0 6 5 2 5 2 7 2 1 10 8 9 8 9 4 3
-17.05534760502067,142,0 6 0 7 2 1 5 2 5 2 1 10
-0.44702222242437856,142,6 0 7 2 5 2 5 2 1 9 8 9 10 4 3
-18.40567863573864,142,0 6 5 2 7 2 1 5 2 1 10
-0.9719527654267546,141,0 6 0 7 2 5 2 5 2 1 10 8 9 8 9 8 4 3
-0.835905760575657,140,0 6 0 5 2 1 7 2 5 2 9 8 4 3
-0.9688216378038847,140,0 6 0 5 2 7 2 5 2 1 10 8 9 8 9 8 4 3
-0.980068905777146,140,0 6 0 5 2 5 2 7 2 1 10 8 9 8 9 8 4 3
-18.308211321053427,139,0 6 0 7 5 2 5 2 1 4 3
-0.9835507027454916,139,6 0 7 2 1 5 2 5 2 8 9 8 9 8 9 8 9 8 4 3
