similarity,counts,sequence
-23.8491582291854,5,0 6 2 7 2 1 5 2
-25.374467360399784,5,0 6 0 5 2 7 2 1 5 2 1 8 9 8 4 9 3
-36.020430032591456,4,0 6 0 5 2 5 2 7 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-26.670675904462172,4,0 6 5 2 5 2 7 2 1 8 9 8 9 4 8 3
-36.28914126295321,4,0 6 0 5 2 7 2 5 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-37.42654774164625,4,0 6 5 2 7 2 5 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-23.83133496267981,4,6 0 7 5 2 5 2 1
-26.72235554959582,4,0 6 5 2 7 2 5 2 1 8 9 8 4 9 8 3
-36.28914126295321,4,0 6 0 5 2 7 2 5 2 1 13 12 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-25.27994462764061,4,0 6 0 5 2 7 2 5 2 1 8 9 8 9 4 8 3
-28.182415416656355,4,0 6 5 2 5 2 7 2 1 13 12 0 14 11 1
-23.849176561358018,4,0 6 2 5 2 7 2 1
-36.28914126295321,4,0 6 0 5 2 7 2 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-26.094204529932963,4,0 6 5 2 5 2 7 2 1 13 12 0 11 14 1 3 10
-26.629452452828406,4,0 6 0 5 2 7 2 5 2 1 13 12 0 14 11 1
-25.301904935110283,4,0 6 0 5 2 5 2 7 2 1 8 9 8 4 8 9 3
-24.30729065402398,4,0 6 0 7 2 5 2 1 5 2 1 8 9 8 4 9 8 3
-36.89339008671122,4,0 6 5 2 7 2 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-27.14544895104555,3,0 6 0 7 2 5 2 5 2 1 13 12 0 11 14 1
-37.452496510974505,3,0 6 7 2 5 2 5 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-24.898177916096948,3,0 6 7 2 5 2 5 2 1 10 13 12 0 14 11 1 3
-28.25572695013341,3,0 6 7 2 5 2 5 2 1 8 9 8 4 8 3
-29.417131127888172,3,0 6 7 2 5 2 5 2 1 8 9 4 8 3
-27.67607563890769,3,0 6 0 7 2 5 2 5 2 1 8 9 4 8 3
-23.866219681755858,3,6 0 1 7 2 5 2 5 2 8 9 8 9 8 9 8 4 3 15
-24.357574876727075,3,0 6 0 5 2 5 2 7 2 1 13 12 0 14 11 1 3 10
-28.75287607668235,3,0 6 7 2 5 2 5 2 1 13 12 0 11 14 1
-26.45486659792821,3,0 6 13 5 2 7 2 5 2 1 12 0 11 14 1 3
-28.243692021161188,3,6 0 7 2 5 2 5 2 1 8 9 8 4 8 3
-35.77213990059196,3,0 6 0 5 2 7 2 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-25.662963774354896,3,0 6 5 2 7 2 5 2 1 13 12 0 14 11 1 3 10
-25.26127895921552,3,0 6 0 5 2 5 2 7 2 1 8 9 8 9 4 8 3
-26.690378554466434,3,0 6 5 2 7 2 5 2 1 8 9 8 9 4 8 3
-37.69312656911377,3,0 6 5 2 7 2 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-26.155641832116192,3,0 6 7 2 5 2 5 2 1 13 12 0 11 14 1 3 10
-36.28989023869707,3,0 6 0 7 2 5 2 5 2 1 12 13 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-36.54764194413383,3,0 6 0 5 2 7 2 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-36.27893071377207,3,0 6 0 5 2 5 2 7 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-36.88286045786817,3,0 6 5 2 5 2 7 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-29.43018338999269,3,0 6 5 2 7 2 5 2 1 8 9 4 8 3
-26.675919220416,3,0 6 0 7 2 5 2 5 2 1 8 9 8 4 8 3
-25.34715278341066,3,0 6 7 2 5 2 5 2 1 10 13 12 0 11 14 1 3
-23.963789645720862,3,0 6 7 2 5 1 4 3
-36.053592535983135,3,0 6 0 7 2 5 2 5 2 1 13 12 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-37.68259694027073,3,0 6 5 2 5 2 7 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-37.452496510974505,3,0 6 7 2 5 2 5 2 1 13 12 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-37.18591768350697,3,0 6 7 2 5 2 5 2 1 13 12 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-24.83881913127137,3,0 6 0 7 2 5 2 5 2 1 13 12 0 11 14 1 3 10
-26.67187114392441,3,0 6 0 5 2 5 2 7 2 1 8 9 8 4 8 3
-36.472906873660655,3,0 6 7 2 5 2 1 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-36.020430032591456,2,0 6 0 5 2 5 2 7 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-36.53743139495271,2,0 6 0 5 2 5 2 7 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 12 13 0 11 14 1 3
-25.518392150658606,2,0 6 0 5 2 5 2 7 2 1 10 8 9 8 4 9 3
-40.93931671148046,2,0 6 0 7 2 5 2 1 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3 10
-26.081994500783978,2,0 6 0 5 2 5 2 7 2 1 10 9 8 4 9 3
-37.42654774164625,2,0 6 5 2 7 2 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-25.695898870458908,2,6 0 7 2 5 2 5 2 1 13 12 0 14 11 1 3 10
-35.14395859314885,2,0 6 0 7 2 5 2 1 5 2 1 13 12 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-37.18591768350699,2,0 6 7 2 5 2 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-33.29367747655459,2,0 6 5 2 7 2 1 5 2 3 4 3
-29.249147858509513,2,0 6 7 2 5 2 5 2 1 9 8 4 9 3
-36.05359253598314,2,0 6 0 7 2 5 2 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-24.087031390465945,2,0 6 0 5 2 7 2 5 2 1 10 13 12 0 11 14 1 3
-36.10356759200563,2,0 6 5 2 7 2 1 5 2 1 13 12 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-36.00027923551287,2,0 6 0 5 2 5 2 7 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 12 13 0 14 11 1 3
-24.374422282875944,2,0 6 0 5 2 7 2 5 2 1 13 12 0 14 11 1 3 10
-36.45275607658207,2,0 6 7 2 5 2 1 5 2 1 13 12 0 14 11 1 3 12 13 0 11 14 1 3 12 13 0 14 11 1 3
-35.20095566418016,2,0 6 0 5 2 5 2 7 2 1 13 12 0 14 11 1 3 10 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-36.05154035459502,2,0 6 0 7 2 5 2 5 2 1 12 13 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-35.845066910825025,2,0 6 5 2 7 2 1 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-23.87292507717742,2,0 6 5 2 5 2 7 1
-26.117078764252977,2,0 6 7 2 5 2 5 2 1 12 13 0 14 11 1 3 10
-26.41881696509467,2,0 6 7 2 1 5 1
-24.528766845126075,2,0 6 7 2 1 5 2 5 2 1 13 12 0 14 11 1 3 10
-25.656034949987955,2,6 0 5 2 7 2 5 2 1 13 12 0 14 11 1 3 10
-26.422258196496315,2,0 6 13 7 2 5 2 5 2 1 12 0 11 14 1 3
-26.172642107760844,2,0 6 7 2 1 5 2
-23.84114003659943,2,0 6 7 5 2 1 5 2
-39.72384647917097,2,0 6 13 5 2 5 2 7 2 1 12 14 11 0 1 3
-23.93648099078917,2,6 0 7 2 5 2 5 1
-26.548891994116484,2,0 6 13 5 2 5 2 7 2 1 12 0 14 11 1 3
-26.610733112662988,2,0 6 0 5 2 5 2 7 2 1 13 12 0 14 11 1
-27.104743490523273,2,0 6 0 7 2 5 2 5 2 1 12 13 0 14 11 1
-28.764028623501233,2,0 6 5 2 7 2 5 2 1 12 13 0 11 14 1
-27.10337036832621,2,0 6 0 5 2 7 2 5 2 1 13 12 0 11 14 1
-26.535762301913486,2,0 6 13 7 2 5 2 5 2 1 12 0 14 11 1 3
-35.28942314588006,2,0 6 0 5 2 7 2 1 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-24.034171915674094,2,6 0 2 7 2 1 5 1
-37.41601811280322,2,0 6 5 2 5 2 7 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-37.14943928533568,2,0 6 5 2 5 2 7 2 1 13 12 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-24.92127797370851,2,0 6 5 2 7 2 1 5 2 1 13 12 0 11 14 1 3 10
-35.46176362306069,2,0 6 0 5 2 7 2 5 2 1 13 12 0 14 11 1 3 10 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-37.43171600148721,2,0 6 7 2 5 2 5 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 12 13 0 14 11 1 3
-37.446102954958,2,6 0 7 2 5 2 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-24.7841010006751,2,0 6 0 5 2 5 2 7 2 1 13 12 0 11 14 1 3 10
-35.76192935141083,2,0 6 0 5 2 5 2 7 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-24.894720450359184,2,0 6 5 2 5 2 7 2 1 10 13 12 0 14 11 1 3
-37.42654774164625,2,0 6 5 2 7 2 5 2 1 13 12 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-37.4266840180435,2,0 6 5 2 5 2 7 2 1 12 13 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-26.649909083400093,2,0 6 0 5 2 7 2 1 5 13 12 0 11 14 1 3
-36.02043003259146,2,0 6 0 5 2 5 2 7 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 12 13 0 11 14 1 3
-36.62056895436689,2,0 6 5 2 7 2 1 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-26.60584045392889,2,0 6 0 7 2 5 1
-36.312093217163756,2,0 6 0 7 2 5 2 5 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-26.45449192868161,2,6 0 2 7 2 1 5
-35.233142799825025,2,0 6 0 7 2 5 2 5 2 1 13 12 0 14 11 1 3 10 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-28.223895856260338,2,0 6 5 2 7 2 1 5 13 12 0 11 14 1 3
-42.24354614415172,2,0 6 0 7 2 5 2 5 2 1 13 12 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3 10
-36.382683421892686,2,0 6 7 2 1 5 2 5 2 1 13 12 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-35.841077587704646,2,6 0 5 2 7 2 1 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-23.901448588890084,2,0 6 5 2 5 2 1 7
-28.247149802697848,2,0 6 5 2 5 2 7 2 1 8 9 8 4 8 3
-36.31209321716375,2,0 6 0 7 2 5 2 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-26.710293196455346,2,6 0 7 2 5 2 5 2 1 8 9 8 4 8 9 3
-29.33267291672657,2,0 6 0 7 2 5 2 5 2 1 8 4 8 3
-25.305739954944414,2,0 6 0 7 2 5 2 5 2 1 8 9 8 4 8 9 3
-27.797028576280173,2,0 6 5 2 7 2 1 5 2 1 8 9 4 8 3
-33.564774480778546,2,6 0 1 2 5 2 7 2 5 3 4 3
-26.445908190424323,2,0 6 0 7 2 5 2 1 5 2 1 8 9 4 8 3
-24.90977679362813,2,6 0 5 2 7 2 5 2 1 8 9 8 4 3 8 3 9 3
-29.43018338999269,2,0 6 5 2 7 2 5 2 1 8 9 4 9 3
-25.320570603535376,2,0 6 0 5 2 7 2 5 2 1 8 9 8 4 8 9 3
-37.892307073945496,2,0 6 5 2 7 2 5 2 1 8 9 8 4 9 3 8 3
-24.73847648982726,2,0 6 0 7 2 1 5 2 5 2 1 9 8 9 4 8 3
-31.305889753509284,2,0 6 0 7 2 5 2 1 5 2 3 4 3
-26.733261529022016,2,0 6 5 2 7 2 5 2 1 8 9 8 4 8 9 3
-26.721659518262445,2,0 6 7 2 5 2 5 2 1 8 9 8 4 8 9 3
-26.713558879017754,2,0 6 5 2 5 2 7 2 1 8 9 8 4 8 9 3
-24.27851135840753,2,0 6 0 7 2 5 2 1 5 2 1 8 9 8 9 4 8 3
-26.246756652307702,2,0 6 0 5 2 7 2 1 5 2 1 8 9 4 8 3
-28.26801143211414,2,0 6 5 2 7 2 5 2 1 8 9 8 4 8 3
-26.50777040865263,2,0 6 5 2 7 2 5 2 1 8 9 10 8 4 9 3
-29.461185412684827,2,0 6 5 2 7 2 1 5 2 1 8 4 8 3
-35.9667571362987,2,0 6 0 5 2 7 2 5 2 1 8 9 8 4 8 3 9 3
-25.291572954601254,2,0 6 0 5 2 5 2 7 2 1 8 9 8 4 9 8 3
-37.84102779647106,2,0 6 0 5 2 5 2 7 2 1 8 9 8 4 8 3 9
-28.26026745193932,2,6 0 5 2 7 2 5 2 1 8 9 8 4 9 3
-27.62257453349034,2,0 6 5 2 5 2 7 2 1 10 9 8 4 9 3
-37.87364140552039,2,0 6 5 2 5 2 7 2 1 8 9 8 4 9 3 8 3
-23.848631512449174,2,6 0 1 5 2 5 2 7 2 8 9 8 9 8 9 8 4 3 15
-28.239405822523032,2,6 0 5 2 5 2 7 2 1 8 9 8 4 9 3
-26.71504179054183,2,6 0 5 2 7 2 5 2 1 8 9 8 4 9 8 3
-29.39978992980215,2,6 0 5 2 5 2 7 2 1 8 9 4 8 3
-36.14171939740425,1,0 6 2 1 7 5 2 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-23.925091922102503,1,0 6 0 5 2 7 2 5 2 1 10 8 9 8 4 3 9 3 9
-37.185917683507,1,0 6 7 2 5 2 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 12 13 0 11 14 1 3
-44.318768619624606,1,6 0 2 5 2 7 2 1 5 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-36.711256757762705,1,0 6 7 2 5 2 1 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 12 13 0 14 11 1 3
-37.446102954958015,1,6 0 7 2 5 2 5 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-37.165137174019705,1,0 6 7 2 5 2 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 12 13 0 14 11 1 3
-42.03728163552848,1,6 0 5 2 7 2 1 5 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3 10
-24.494751849760483,1,0 6 5 2 7 2 1 5 2 1 13 12 0 14 11 1 3 10
-24.81117610269005,1,0 6 5 2 5 2 7 2 1 13 12 1 0 14 11 1 3 10
-43.071293337584045,1,0 6 5 2 7 2 5 2 1 10 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-37.42320613341422,1,6 0 7 2 5 2 5 2 1 12 13 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-36.27893071377209,1,0 6 0 5 2 5 2 7 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 12 13 0 11 14 1 3
-35.359727374244216,1,0 6 7 2 1 5 2 1 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-36.88927609724334,1,6 0 5 2 7 2 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-24.62568455085263,1,0 6 0 7 2 5 2 1 5 2 13 12 0 14 11 1 3 10
-37.04782297386839,1,0 6 2 7 2 1 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-25.53532073727684,1,0 6 0 2 7 2 1 5 2 1 8 9 8 4 9 8 3
-37.14532529586781,1,6 0 5 2 5 2 7 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-36.031389557516434,1,0 6 0 7 2 5 2 5 2 1 12 13 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-29.39353923271743,1,0 6 7 2 1 5
-27.721829443984298,1,0 6 0 5 2 7 2 1 5 2 1 8 4 8 3
-37.13918840469145,1,0 6 5 2 7 2 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 12 13 0 14 11 1 3
-36.02262982670808,1,0 6 5 2 7 2 5 2 1 13 12 0 14 11 1 3 10 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-31.30023859016034,1,0 6 7 2 5 2 5 2 1 8 4 8 3
-36.04779226969305,1,0 6 7 2 5 2 5 2 1 13 12 0 14 11 1 3 10 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-42.430031319667066,1,0 6 7 2 5 2 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 12 13 0 14 11 1 3 13 12 0 14 11 1 3
-37.40576723215896,1,0 6 5 2 7 2 5 2 1 13 12 0 14 11 1 3 13 12 0 11 14 1 3 12 13 0 14 11 1 3
-35.39485631311828,1,0 6 0 7 2 5 2 1 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-36.012419277526945,1,0 6 5 2 5 2 7 2 1 13 12 0 14 11 1 3 10 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-37.570666522676,1,0 6 0 7 2 5 2 5 1 12 13 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-36.641184103073314,1,0 6 7 2 1 5 2 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-29.811835719207803,1,0 6 0 7 2 5 2 1 5 2 8 4 8 3
-37.6890125796459,1,6 0 5 2 7 2 5 2 1 13 12 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-25.134879261692987,1,0 6 0 2 7 2 5 2 1 5 13 12 0 14 11 1 3
-36.36740000913395,1,0 6 7 2 5 2 5 2 1 13 12 0 11 14 1 3 13 12 0 14 1 11 1 3 13 12 0 14 11 1 3
-36.382683421892686,1,0 6 7 2 1 5 2 5 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-36.12418274071206,1,0 6 7 2 1 5 2 5 2 1 13 12 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-24.667405850916854,1,6 0 7 2 5 2 1 5 2 1 13 12 0 14 11 1 3 10
-37.45842130147203,1,0 6 5 2 7 2 5 2 1 12 13 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-28.203622573690442,1,0 6 7 2 5 2 1 5 2 1 10 8 4 8 3
-37.437640791984734,1,0 6 5 2 7 2 5 2 1 12 13 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-37.72500012893956,1,0 6 5 2 7 2 5 2 1 12 13 0 11 14 1 3 12 13 0 11 14 1 3 13 12 0 11 14 1 3
-35.851495058303406,1,0 6 2 5 7 2 5 2 1 13 12 0 1 14 11 1 3 10 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-36.62102350108998,1,0 6 0 5 2 7 2 1 5 1 12 13 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-31.29051782306671,1,0 6 5 2 5 2 7 2 1 8 4 8 3
-37.426684018043495,1,0 6 5 2 5 2 7 2 1 12 13 0 14 11 1 3 12 13 0 11 14 1 3 13 12 0 14 11 1 3
-36.547641944133844,1,0 6 0 5 2 7 2 5 2 1 13 12 0 11 14 1 3 12 13 0 11 14 1 3 13 12 0 11 14 1 3
-36.07352633578722,1,0 6 5 2 5 2 7 2 1 13 12 0 14 1 11 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-35.61186433387223,1,0 6 7 2 1 5 2 5 2 1 13 12 0 14 1 11 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-34.46864825435556,1,0 6 0 5 2 1 7 2 5 2 1 13 12 0 14 11 1 3 13 12 0 11 1 14 1 3 13 12 0 14 11 1 3
-46.22548411155713,1,0 6 7 2 5 2 1 5 2 1 10 13 12 0 11 14 1 3 10 13 12 0 14 11 1 3 13 12 0 14 11 1 3 10
-36.3078868967689,1,6 0 5 2 5 2 7 2 1 13 12 0 14 1 11 1 3 12 13 0 14 11 1 3 13 12 0 14 11 1 3
-36.27091995870757,1,0 6 5 2 5 2 7 2 1 13 12 0 14 11 1 3 13 12 0 11 14 1 3 10 13 12 0 14 11 1 3
-35.287160850232155,1,0 6 0 5 2 7 2 1 5 2 1 12 13 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
-26.1931762302042,1,0 6 7 2 1 5 2 5 2 13 12 0 11 14 1 3 10
-35.536634262565826,1,0 6 0 7 2 1 5 2 5 2 1 12 13 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-42.019333203391696,1,0 6 5 2 7 2 1 5 2 1 12 13 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3 10
-37.41601811280321,1,0 6 5 2 5 2 7 2 1 13 12 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-35.79509185480252,1,0 6 0 7 2 5 2 5 2 1 13 12 0 14 11 1 3 13 12 0 14 11 1 3 13 12 0 14 11 1 3
-36.32004895732972,1,0 6 0 5 2 7 2 5 2 1 12 13 0 11 14 1 3 13 12 0 11 14 1 3 13 12 0 14 11 1 3
-27.87486496910796,1,0 6 0 7 2 5 2 5 2 1 10 8 4 8 3
-36.33370393121444,1,0 6 0 7 2 1 5 2 5 2 13 12 0 14 11 1 3 13 12 0 11 14 1 3 13 12 0 11 14 1 3
-27.136002722342496,1,0 6 2 7 2 5 2 1 5 8 9 8 4 8 9 3
-37.44746452753079,1,0 6 5 2 5 2 7 2 1 12 13 0 11 14 1 3 13 12 0 14 11 1 3 13 12 0 11 14 1 3
