similarity,counts,sequence
-1.1848210094162008,7,6 0 1 5 2 7 2 5 2 8 4 3 18 1 3
-0.7365601987650583,6,0 6 5 2 5 2 7 2 1 9 8 9 10 4 3 18 1 3
-0.8378503936496076,6,0 6 0 5 2 7 2 5 2 1 9 8 4 3 18 1 3
-0.8702785703409989,6,0 6 5 2 5 2 7 2 1 9 8 4 3 18 1 3
-10.362079717236336,6,6 0 1 7 2 5 2 5 2 13 12 0 1 11 14 1 3 9 8 9 10 4 3
-14.426521246296828,6,6 0 1 7 2 1 5 2 5 2 4 3 18 1 3
-22.115447915704344,6,0 6 0 7 2 5 2 5 2 1 13 12 0 1 11 14 1 3 4 3
-22.940059794079552,6,0 6 5 2 7 2 1 5 2 1 13 12 0 14 11 1 3 4 3
-10.80099955776327,6,6 0 1 5 2 7 2 5 2 13 12 0 1 11 14 1 3 9 8 10 4 3
-22.269565500886532,6,0 6 0 7 2 5 2 5 2 1 13 12 0 1 14 11 1 3 4 3
-1.6455427477052764,6,6 0 1 5 2 5 2 7 2 9 8 9 8 9 8 4 3 18 1 3
-0.7795985511680341,6,0 6 5 2 5 2 7 2 1 9 8 10 4 3 18 1 3
-22.065704160616818,5,0 6 0 5 2 5 2 7 2 1 13 12 0 1 11 14 1 3 4 3
-23.316243505965403,5,0 6 0 5 2 5 2 7 2 1 8 9 8 9 8 4 3 15 3
-0.7546606621864951,5,0 6 5 2 7 2 5 2 1 9 8 9 10 4 3 18 1 3
-1.6435649704585376,5,6 0 1 5 2 7 2 5 2 1 8 9 8 9 8 9 4 3 18 1 3
-0.7356822703269403,5,0 6 0 7 2 5 2 5 2 1 9 8 10 4 3 18 1 3
-10.49526804366388,5,6 0 1 5 2 5 2 7 2 13 12 0 1 14 11 1 3 9 8 9 10 4 3
-0.8748388547368974,5,0 6 7 2 5 2 5 2 1 9 8 4 3 18 1 3
-0.7135879613574156,5,0 6 0 5 2 7 2 5 2 1 9 8 9 10 4 3 18 1 3
-14.364573016275607,5,6 0 1 5 2 7 2 1 5 2 4 3 18 1 3
-0.8127869298775756,5,0 6 0 7 2 1 5 2 5 2 1 9 8 10 4 3 18 1 3
-0.9746508692064038,5,6 0 1 5 2 7 2 5 2 1 8 4 3 18 1 3
-22.28017782270032,5,0 6 0 5 2 7 2 1 5 2 1 13 12 0 11 14 1 3 4 3
-0.8192782737096918,5,0 6 0 7 2 5 2 5 2 1 9 8 4 3 18 1 3
-23.279533102728625,5,6 0 1 7 2 5 2 5 2 9 8 9 8 9 8 4 3 15 3
-22.19615362404459,5,6 0 1 5 2 5 2 7 2 9 8 9 8 9 8 9 4 3 15 3
-0.7986516705590199,5,0 6 5 2 7 2 5 2 1 9 8 10 4 3 18 1 3
-10.806866282217113,5,6 0 1 7 2 5 2 5 2 13 12 0 1 14 11 1 3 10 9 8 10 4 3
-10.797215059491663,5,6 0 1 7 2 5 2 5 2 13 12 0 1 11 14 1 3 9 8 10 4 3
-1.863022348682706,5,6 0 1 5 2 7 2 5 2 8 9 8 9 8 4 3 18 1 3
-0.7406644547213671,5,0 6 7 2 5 2 5 2 1 9 8 9 10 4 3 18 1 3
-23.299090123132363,5,0 6 5 2 7 2 5 2 1 13 12 0 1 14 11 1 3 4 3
-0.8090185338826874,5,6 0 1 5 2 5 2 7 2 9 8 9 10 4 3 18 1 3
-1.963358613605284,5,6 0 1 5 2 5 2 7 2 1 8 9 8 9 8 9 8 4 3 18 1 3
-1.909862838167319,5,6 0 1 7 2 5 2 1 5 2 8 9 8 9 8 9 4 3 18 1 3
-23.11423473768217,5,0 6 7 2 5 2 1 5 2 1 13 12 0 14 11 1 3 4 3
-2.011531486877104,5,6 0 1 7 2 1 5 2 5 2 8 9 8 9 8 9 8 9 4 3 18 1 3
-1.6672236919511396,5,6 0 1 7 2 5 2 5 2 1 8 9 8 9 8 9 4 3 18 1 3
-2.0008085425388944,5,6 0 1 7 2 5 2 5 2 1 8 9 8 9 8 9 8 4 3 18 1 3
-0.7352253208484237,4,0 6 0 5 2 5 2 7 2 1 9 8 10 4 3 18 1 3
-1.216237535260995,4,6 0 1 7 2 1 5 2 5 2 8 4 3 18 1 3
-1.5868693542064027,4,6 0 1 7 2 5 2 5 2 9 8 9 8 9 8 9 4 3 18 1 3
-22.758721881631285,4,6 0 1 5 2 5 2 7 2 8 9 8 9 8 9 8 9 4 3 15
-2.0808290516452206,4,6 0 7 2 1 5 2 5 2 8 9 8 9 8 9 8 9 4 3 18 1 3
-23.34627515022053,4,0 6 5 2 7 2 1 5 2 1 13 12 0 11 14 1 3 4 3
-10.942274010846937,4,6 0 1 5 2 7 2 5 2 13 12 0 1 14 11 1 3 9 8 10 4 3
-10.359644568703557,4,6 0 1 5 2 5 2 7 2 13 12 0 1 11 14 1 3 9 8 9 10 4 3
-0.7894888556899028,4,0 6 0 5 2 7 2 5 2 1 9 8 9 4 3 18 1 3
-23.23285252459464,4,0 6 0 7 2 5 2 5 2 1 12 13 0 14 11 1 3 4 3
-21.726872785722303,4,6 0 1 5 2 7 2 5 2 1 8 9 8 9 8 9 8 4 3 15 3
-1.771495975278906,4,6 0 1 7 2 1 5 2 5 2 8 9 8 9 8 9 4 3 18 1 3
-2.0778834324525723,4,6 0 1 5 2 7 2 1 5 2 8 9 8 9 8 9 8 4 3 18 1 3
-0.8903901963648175,4,0 6 5 2 7 2 5 2 1 9 8 4 3 18 1 3
-22.82322977867836,4,6 0 1 5 2 7 2 1 5 2 8 9 8 9 8 9 8 4 3 15
-0.7718453417469828,4,0 6 0 7 2 5 2 5 2 1 9 8 9 4 3 18 1 3
-23.34330787825432,4,0 6 0 5 2 5 2 7 2 1 9 8 9 10 4 3 15 3
-23.405634290655378,4,6 0 1 7 2 5 2 5 2 8 9 8 9 8 9 4 3 15 3
-21.854803790542675,4,6 0 1 7 2 1 5 2 5 2 8 9 8 9 8 9 8 4 3 15 3
-11.82746537728108,4,0 6 7 2 5 2 5 2 1 13 1 12 0 11 14 1 3 4 3
-1.8588347270884653,4,6 0 1 5 2 5 2 7 2 8 9 8 9 8 4 3 18 1 3
-11.955775359296766,4,0 6 0 5 2 5 2 7 2 13 1 0 12 11 14 1 3 4 3
-0.8782618019642577,4,6 0 1 7 2 5 2 5 2 9 8 10 4 3 18 1 3
-0.7515445798837107,4,0 6 0 5 2 7 2 1 5 2 1 9 8 9 10 4 3 18 1 3
-9.872298714282392,4,6 0 1 5 2 7 2 5 2 1 13 12 0 1 11 14 1 3 10 9 8 9 10 4 3
-0.7713883922684662,4,0 6 0 5 2 5 2 7 2 1 9 8 9 4 3 18 1 3
-2.285118543052865,4,6 0 1 5 2 7 2 1 5 2 8 9 8 9 8 9 8 9 8 4 3 18 1 3
-21.89242680092939,4,0 6 0 5 2 7 2 1 5 2 1 13 12 0 14 11 1 3 4 3
-11.247206647689747,4,0 6 0 5 2 7 2 5 2 1 13 1 12 0 11 14 1 3 4 3
-10.36571283557708,4,6 0 1 5 2 7 2 5 2 13 12 0 1 11 14 1 3 9 8 9 10 4 3
-23.65829790069213,4,0 6 0 7 2 5 2 1 5 2 1 9 8 9 4 3 15 3
-23.31971328581534,4,0 6 0 7 2 5 2 5 2 1 8 9 8 9 8 4 3 15 3
-23.248579258465337,3,0 6 0 5 2 7 2 5 2 1 12 13 0 14 11 1 3 4 3
-14.361531207559207,3,6 0 1 5 2 7 2 5 2 1 4 3 18 1 3
-1.1796480650939036,3,6 0 1 5 2 5 2 7 2 8 4 3 18 1 3
-0.8175318673960772,3,0 6 7 2 1 5 2 5 2 1 9 8 9 10 4 3 18 1 3
-2.1930436218121683,3,6 0 1 5 2 7 2 5 2 1 8 9 8 9 8 9 8 9 8 4 3 18 1 3
-22.08101998438852,3,0 6 0 5 2 7 2 5 2 1 13 12 0 1 11 14 1 3 4 3
-23.26451806286099,3,0 6 0 7 2 5 2 5 2 1 12 13 0 11 14 1 3 4 3
-14.341513871890154,3,0 6 0 1 7 2 5 2 5 2 4 3 18 1 3
-10.316022353423932,3,6 0 1 7 2 5 2 5 2 1 13 12 0 1 11 14 1 3 10 9 8 10 4 3
-22.235137569570703,3,0 6 0 5 2 7 2 5 2 1 13 12 0 1 14 11 1 3 4 3
-23.02764326272118,3,0 6 0 7 2 5 2 1 5 2 1 13 0 12 11 14 1 4 3
-12.94541411480191,3,0 6 7 2 5 2 5 2 1 13 0 12 11 14 1 10 4 3
-10.388095713789859,3,6 0 1 7 2 5 2 5 2 13 12 0 1 14 11 1 3 10 9 8 9 10 4 3
-10.056518502449585,3,6 0 1 7 2 5 2 5 2 1 13 12 0 1 14 11 1 3 10 9 8 9 10 4 3
-23.520450093823147,3,0 6 7 2 5 2 1 5 2 1 13 12 0 11 14 1 3 4 3
-14.584037898925242,3,6 0 1 7 2 5 2 1 5 2 4 3 18 1 3
-0.8367180615274856,3,0 6 5 2 7 2 5 2 1 9 8 9 4 3 18 1 3
-1.98959288053269,3,6 0 1 5 2 7 2 1 5 2 8 9 8 9 8 9 8 9 4 3 18 1 3
-12.491407527966498,3,0 6 5 2 7 2 5 2 13 1 12 0 14 11 1 3 4 3
-23.177174587155985,3,0 6 7 2 5 2 5 2 1 13 12 0 1 11 14 1 3 4 3
-21.92003379082739,3,0 6 0 7 2 1 5 2 5 2 1 13 12 0 14 11 1 3 4 3
-12.55895743002281,3,0 6 5 2 5 2 7 2 13 1 0 12 11 14 1 3 4 3
-1.568372177563982,3,6 0 1 5 2 5 2 7 2 9 8 9 8 9 8 9 4 3 18 1 3
-23.263548760249783,3,0 6 0 5 2 5 2 7 2 1 12 13 0 11 14 1 3 4 3
-23.12158845660925,3,0 6 5 2 5 2 7 2 1 13 12 0 1 11 14 1 3 4 3
-22.697810908488727,3,6 0 1 5 2 5 2 7 2 19 1 8 9 8 9 8 9 8 4 3
-22.25864392115813,3,6 0 1 5 2 5 2 7 2 1 8 9 8 9 8 9 4 3 15 3
-2.2632363572158263,3,6 0 13 1 5 2 7 2 5 2 12 0 1 11 14 3 9 8 9 8 9 8 4 3
-0.7220847711550311,3,6 0 1 5 2 7 2 5 2 1 9 8 9 10 4 3 18 1 3
-23.667391874089127,3,6 0 1 7 2 5 2 1 5 2 9 8 9 10 4 3 15 3
-23.259274290215497,3,6 0 1 5 2 5 2 7 2 9 8 9 8 9 8 4 3 15 3
-2.1769251132621643,3,6 0 7 2 1 5 2 5 2 8 9 8 9 8 9 8 4 3 18 1 3
-21.889018904350973,3,0 6 0 7 2 5 2 5 2 1 13 1 0 12 14 11 1 3 4 3
-10.255347037354188,3,6 0 1 5 2 5 2 7 2 13 12 0 1 11 14 1 3 10 9 8 9 10 4 3
-22.383580087173357,3,6 0 1 5 2 7 2 1 5 2 8 9 8 9 8 9 4 3 15 3
-22.435954674411825,3,0 6 0 5 2 5 2 1 7 2 8 9 8 13 0 12 11 14 1 3 13 12 0 11 14 1 3 8 9 8 4 3
-11.130235690675354,3,6 0 1 5 2 5 2 7 2 13 12 0 1 11 14 3 10 9 8 10 4 3
-23.231842185626732,3,0 6 0 13 5 2 5 2 7 2 1 12 0 14 11 1 3 4 3
-10.421296834770398,3,6 0 1 5 2 7 2 5 2 12 13 0 1 11 14 1 3 9 8 9 10 4 3
-11.891442119243132,3,0 6 0 5 2 7 2 5 2 13 1 12 0 14 11 1 3 4 3
-1.87642289639515,3,6 0 1 7 2 5 2 5 2 8 9 8 9 8 4 3 18 1 3
-23.443147997660354,3,0 6 0 5 2 7 2 5 2 1 10 9 8 9 10 4 3 15
-10.257688526328016,3,6 0 1 7 2 5 2 5 2 13 12 0 1 11 14 1 3 10 9 8 9 10 4 3
-11.985474313906998,3,0 6 5 2 5 2 7 2 1 13 12 0 1 11 14 1 3 10 4 3
-22.752615314466816,3,0 6 5 2 7 2 5 2 1 13 0 12 1 11 14 1 3 4 3
-22.456615701902916,3,6 0 1 5 2 7 2 5 2 10 8 9 8 9 8 9 4 3 15 3
-0.8493807290596431,3,6 0 1 5 2 7 2 5 2 10 9 8 9 10 4 3 18 1 3
-21.830957479298743,3,6 0 1 5 2 7 2 1 5 2 8 9 8 9 8 9 8 4 3 15 3
-1.7476496640349781,3,6 0 1 5 2 7 2 1 5 2 8 9 8 9 8 9 4 3 18 1 3
-2.2988298071507947,3,6 0 1 5 2 7 2 1 5 8 9 8 9 8 9 8 9 8 4 3 18 1 3
-23.754617537799863,3,0 6 0 5 2 7 2 1 5 2 9 8 13 0 12 11 14 1 3 13 0 12 11 14 1 3 9 4 3
-1.9156009862155592,3,6 0 1 7 2 5 2 5 2 1 8 9 8 9 8 9 8 9 4 3 18 1 3
-19.967580274238134,3,6 0 1 5 2 5 2 7 2 13 12 0 1 14 11 3 10 9 8 9 10 4 3
-1.893834962442365,3,6 0 1 5 2 7 2 5 2 1 8 9 8 9 8 9 8 9 4 3 18 1 3
-10.273356352349042,3,6 0 7 2 5 2 5 2 1 13 12 0 1 11 14 1 3 10 9 8 9 10 4 3
-1.0495759581299322,3,0 6 0 5 2 5 2 1 7 2 9 8 10 4 3 18 1 3
-22.78354619226319,3,0 6 0 7 2 5 2 5 2 1 13 0 12 11 14 1 3 4 3
-0.7924688958412289,3,0 6 5 2 7 2 1 5 2 1 9 8 9 10 4 3 18 1 3
-10.671242807256792,3,6 0 1 7 2 5 2 5 2 13 12 0 1 11 14 1 3 10 9 8 10 4 3
-2.138829000734444,3,6 0 1 7 2 5 2 1 5 2 8 9 8 9 8 9 8 9 4 3 18 1 3
-10.385754224816038,3,6 0 1 5 2 5 2 7 2 13 12 0 1 14 11 1 3 10 9 8 9 10 4 3
-2.3071100485438487,3,6 0 13 1 5 2 7 2 5 2 12 0 1 11 14 3 8 4 3
-23.13455295241202,3,0 6 0 13 5 2 5 2 7 2 1 12 0 11 14 1 3 4 3
-11.919344206713975,3,0 6 0 7 2 5 2 5 2 13 1 0 12 11 14 1 3 4 3
-23.591802512052823,3,0 6 7 2 5 2 1 5 2 1 8 9 8 9 8 4 3 15 3
-10.898392394279027,3,6 0 1 7 2 5 2 5 2 1 13 12 0 1 14 11 1 3 10 9 8 4 3
-2.3464526696264447,3,6 0 1 5 2 5 2 7 2 10 8 9 8 9 8 9 8 9 8 4 3 18 1 3
-0.7446115634740623,3,6 0 1 7 2 5 2 5 2 1 9 8 9 10 4 3 18 1 3
-0.7048462345631867,3,6 0 1 5 2 5 2 7 2 1 9 8 9 10 4 3 18 1 3
-23.37032999196325,3,6 0 1 5 2 7 2 5 2 1 9 8 9 10 4 3 15 3
-0.7579569857792995,3,0 6 0 7 2 5 2 5 2 1 10 9 8 9 4 3 18 1 3
-1.628145505237807,3,6 0 1 5 2 5 2 7 2 1 8 9 8 9 8 9 4 3 18 1 3
-0.8554436848741432,3,6 0 1 5 2 7 2 5 2 9 8 10 4 3 18 1 3
-22.135620114409903,3,0 6 0 7 2 1 13 5 2 5 2 1 12 0 11 14 1 3 4 3
-1.6451741494354353,3,6 0 1 5 2 7 2 5 2 9 8 9 8 9 8 4 3 18 1 3
-16.205920468921665,2,6 0 1 7 2 5 2 5 4 3 18 1 3
-23.137633605322453,2,0 6 5 2 7 2 5 2 1 13 12 0 1 11 14 1 3 4 3
-23.299090123132363,2,0 6 5 2 7 2 5 2 1 13 0 12 1 14 11 1 3 4 3
-10.403763539810887,2,6 0 7 2 5 2 5 2 1 13 12 0 1 14 11 1 3 10 9 8 9 10 4 3
-12.651517994413286,2,0 6 7 2 5 2 5 2 1 0 12 13 11 14 1 3 4 3
-12.397859641323794,2,0 6 5 2 5 2 7 2 1 0 12 13 1 11 14 1 3 4 3
-21.802144008212608,2,0 6 0 5 2 7 2 1 5 2 1 8 9 10 8 9 4 3 15 3
-15.32735754607023,2,6 0 1 7 2 1 5 2 5 4 3 18 1 3
-11.617956854453885,2,0 6 5 2 5 2 7 2 1 13 0 12 1 11 14 1 3 10 4 3
-11.538235785153999,2,0 6 0 7 2 1 5 2 5 2 12 13 1 0 11 14 1 3 4 3
-22.731433686933407,2,0 6 0 5 2 5 2 7 2 1 13 0 12 11 14 1 3 4 3
-12.566542763614711,2,0 6 5 2 7 2 5 2 13 1 0 12 11 14 1 3 4 3
-15.450257311326007,2,6 0 5 2 5 2 1 7 2 4 3 18 1 3
-12.817054324052211,2,0 6 0 5 2 7 2 5 2 1 12 13 0 11 14 1 10 4 3
-13.412302647294776,2,0 6 5 2 7 2 5 2 1 13 12 0 11 14 1 10 4 3
-10.884548926495528,2,0 6 0 7 2 1 5 2 5 2 1 13 1 12 0 11 14 1 3 4 3
-12.381668499499144,2,0 6 5 2 5 2 7 2 13 1 12 0 11 14 1 3 4 3
-0.9039744152564154,2,0 6 0 7 2 5 2 5 2 1 8 10 4 3 18 1 3
-22.97392293543684,2,0 6 7 2 1 5 2 5 2 13 1 0 12 14 11 1 3 4 3
-0.8256386039397127,2,0 6 0 5 2 7 2 1 5 2 1 9 8 9 4 3 18 1 3
-1.003512865234671,2,6 0 7 2 5 2 5 2 1 8 4 3 18 1 3
-11.486246634301489,2,0 6 0 5 2 7 2 5 2 1 12 13 1 0 11 14 1 3 4 3
-22.900110545877034,2,0 6 13 7 2 5 2 5 2 1 12 0 14 11 1 3 8 4 3
-10.231265482659596,2,6 0 5 2 5 2 7 2 1 13 12 0 1 11 14 1 3 10 9 8 9 10 4 3
-11.962999486527147,2,0 6 0 5 2 7 2 5 2 13 1 0 12 11 14 1 3 4 3
-21.747930456251236,2,0 6 0 7 2 5 2 5 2 1 13 0 12 1 11 14 1 3 4 3
-1.1187764640907771,2,0 6 0 2 5 2 7 2 1 5 1 9 8 9 10 4 3 18 1 3
-20.03068260295067,2,6 0 1 7 2 5 2 5 2 1 13 12 0 1 14 11 3 10 9 8 10 4 3
-12.642477385174283,2,0 6 0 7 2 5 2 5 2 1 0 12 13 11 14 1 4 3
-15.306404453412735,2,6 0 7 2 1 5 2 5 2 4 3 18 1 3
-22.762719156789423,2,6 0 1 5 2 7 2 5 2 8 9 8 9 8 9 8 9 4 3 15
-1.7891691882652296,2,6 0 1 5 2 7 2 5 2 1 9 8 9 8 9 8 9 8 4 3 18 1 3
-21.75053150721491,2,6 0 1 7 2 5 2 5 2 1 8 9 8 9 8 9 8 4 3 15 3
-10.261834046671918,2,6 0 1 7 2 5 2 5 2 13 1 12 0 14 1 11 3 9 8 9 8 9 8 9 4 3
-22.783360801306795,2,6 0 7 2 1 5 2 5 2 19 1 8 9 8 9 8 9 8 4 3
-1.5680196053058733,2,6 0 1 5 2 7 2 5 2 9 8 9 8 9 8 9 4 3 18 1 3
-21.58551274205687,2,6 0 1 5 2 7 2 5 2 19 1 9 8 9 8 9 8 9 8 4 3
-23.122560974393906,2,0 6 0 7 2 5 2 1 5 2 1 8 9 8 9 4 3 15 3
-1.8796490544392932,2,6 0 1 5 2 5 2 7 2 1 8 9 8 9 8 9 8 9 4 3 18 1 3
-22.215491581443487,2,6 0 1 7 2 5 2 5 2 9 8 9 8 9 8 9 4 3 15 3
-21.993170653431086,2,6 0 1 7 2 5 2 1 5 2 8 9 8 9 8 9 8 4 3 15 3
-22.977024322566933,2,6 0 7 2 5 2 1 5 2 8 9 8 9 8 9 8 4 3 15 3
-2.1007361473946697,2,6 0 1 7 2 1 5 2 5 2 8 9 8 9 8 9 8 4 3 18 1 3
-22.83236805681996,2,6 0 7 2 1 5 2 5 2 8 9 8 9 8 9 8 4 3 15 3
-22.73914808059071,2,6 0 1 7 2 5 2 5 2 1 8 9 8 9 8 9 8 4 3 15
-15.440534848090778,2,6 0 1 2 7 2 1 5 2 4 3 18 1 3
-23.627080858567165,2,6 0 1 7 2 5 2 1 5 2 8 9 8 9 8 9 4 3 15
-21.900291709338447,2,6 0 1 5 2 5 2 7 2 10 8 9 8 9 8 9 8 4 3 15 3
-22.381349479094403,2,6 0 1 7 2 1 19 1 5 2 5 2 8 9 8 9 8 9 4 3
-22.425882147892953,2,6 0 1 7 2 5 2 1 5 2 9 8 9 8 9 8 4 3 15 3
-22.55316658740262,2,6 0 1 7 2 5 2 1 5 2 8 9 8 9 8 9 4 3 15 3
-22.64636897339087,2,0 6 0 5 2 7 2 1 5 2 8 9 13 12 0 14 11 1 3 0 12 13 11 14 1 3 8 9 4 3
-23.35429335630825,2,6 0 1 7 2 5 2 5 2 19 1 8 9 8 9 8 9 4 3
-11.502319131544425,2,6 0 13 1 5 2 5 2 7 2 12 0 1 14 11 3 9 8 9 8 9 8 4 3
-22.51122911674224,2,0 6 0 7 2 5 2 1 5 2 1 8 9 8 9 8 4 3 15 3
-22.485649959296648,2,0 6 0 7 2 5 2 1 5 2 8 9 8 13 12 0 11 14 1 3 13 12 0 11 14 1 3 8 9 8 4 3
-1.4725104608139792,2,6 0 1 5 2 7 2 5 2 8 9 8 9 4 3 18 1 3
-1.7771189082486292,2,6 0 1 5 2 7 2 5 2 13 1 12 0 1 11 14 3 9 8 9 8 9 8 4 3
-23.31686162994103,2,6 0 1 5 2 7 2 5 2 19 1 8 9 8 9 8 9 4 3
-2.213430628579949,2,6 0 7 2 5 2 1 5 2 8 9 8 9 8 9 8 9 4 3 18 1 3
-21.705324331356845,2,6 0 1 5 2 5 2 7 2 19 1 8 9 8 9 8 9 8 9 4 3
-23.449418810707932,2,6 0 1 5 2 7 2 1 5 2 8 9 8 9 8 9 4 3 15
-11.513892489368944,2,6 0 13 1 7 2 5 2 5 2 12 0 1 14 11 3 9 8 9 8 9 8 4 3
-15.495158274080927,2,6 0 1 2 5 2 7 2 5 4 3 18 1 3
-13.027294554271949,2,0 6 7 2 5 2 5 2 1 13 12 0 14 11 1 10 4 3
-16.368308976976305,2,6 0 1 5 2 7 5 2 4 3 18 1 3
-14.390688354987054,2,6 0 1 7 2 5 2 5 2 1 4 3 18 1 3
-12.326694048646177,2,0 6 0 7 2 5 2 5 2 13 1 11 0 14 12 1 3 4 3
-11.885213628662267,2,0 6 5 2 7 2 5 2 1 13 1 12 0 14 11 1 3 4 3
-1.0048814577802845,2,6 0 1 7 2 5 2 5 2 1 8 4 3 18 1 3
-23.43262608922069,2,6 0 5 2 7 2 1 5 2 8 9 8 13 12 0 11 14 1 3 13 0 12 11 14 1 3 8 9 4 3
-22.189788760954148,2,6 0 1 5 2 5 2 7 2 8 9 8 9 8 9 8 9 8 4 3 15
-2.2139724908248546,2,6 0 1 7 2 5 2 5 2 1 8 9 8 9 8 9 8 9 8 4 3 18 1 3
-23.187971379939448,2,6 0 1 5 2 5 2 7 2 19 1 9 8 9 8 9 8 4 3
-22.28374927500268,2,0 6 0 7 2 5 2 1 5 2 10 8 9 8 13 12 0 11 14 1 3 13 12 0 11 14 1 3 8 9 4 3
-12.284288362967146,2,0 6 0 5 2 7 2 5 2 1 13 0 12 11 14 1 10 4 3
-13.317387362540298,2,0 6 7 2 5 2 5 2 1 0 12 13 11 14 1 4 3
-1.7158132978413916,2,6 0 7 2 1 5 2 5 2 9 8 9 8 9 8 4 3 18 1 3
-23.258888139647087,2,6 0 1 5 2 7 2 5 2 9 8 9 8 9 8 4 3 15 3
