5|2,2|5.2,0.9869455088653634
5|2,1|5,0.0073390920309151135
5|2,9|5,0.0041566538936156396
5|2,7|5,0.000357212443982594
5|2,8|5,0.00029226472689484963
5|2,10|5,0.0009092680392284212
2|6,5|2.6,0.3089005235602094
2|6,7|2.6,0.418848167539267
2|6,1|2.6,0.27225130890052357
2|0,5|2.0,0.2076923076923077
2|0,7|2.0,0.3596153846153846
2|0,1|2.0,0.4326923076923077
5|1,2|5.1,0.9628623188405797
5|1,7|5.1,0.0006038647342995169
5|1,1|5,0.018493357487922704
5|1,9|5,0.014643719806763286
5|1,10|5,0.0026419082125603865
5|1,8|5,0.0007548309178743961
5|7,2|5.7,0.9964973730297724
5|7,1|5,0.0017513134851138354
5|7,9|5,0.0017513134851138354
5|0,2|5.0,1.0
7|1,2|7.1,0.9192966636609559
7|1,5|7,0.07777276825969341
7|1,1|7,0.0018034265103697023
7|1,9|7,0.0009017132551848512
7|1,10|7,0.0002254283137962128
2|5,12|,3.6903092479149754e-05
2|5,13|,5.535463871872463e-05
2|5,5|2.5,0.28324968632371395
2|5,1|2.5,0.31659163037862575
2|5,7|2,0.28596206362093146
2|5,10|2,0.018267030777179127
2|5,9|2,0.0898221270942505
2|5,0|2,0.001199350505572367
2|5,8|2,0.004778950476049893
2|5,6|2,3.6903092479149754e-05
1|0,11|,0.0003080082135523614
1|0,5|1.0,0.5732032854209446
1|0,7|1.0,0.3990759753593429
1|0,2|1,0.026180698151950718
1|0,0|1,0.0012320328542094457
5|6,2|5.6,1.0
1|5,5|1.5,0.040169133192389
1|5,9|1,0.7716701902748414
1|5,10|1,0.16279069767441862
1|5,8|1,0.02536997885835095
7|0,2|7.0,0.9604456824512535
7|0,5|7.0,0.03955431754874652
7|6,2|7.6,0.9669573198715007
7|6,5|7.6,0.03304268012849931
7|5,2|7.5,0.7894736842105263
7|5,1|7,0.10526315789473684
7|5,5|7,0.10526315789473684
1|6,5|1.6,0.4666666666666667
1|6,10|1.6,0.009523809523809525
1|6,7|1,0.3523809523809524
1|6,0|1,0.08571428571428572
1|6,8|1,0.08571428571428572
13|0,1|13.0,1.0
1|8,8|1.8,1.0
1|11,3|1,1.0
1|14,3|1.14,1.0
1|Start,6|1,1.0
1|18,3|1,1.0
11|14,1|11,0.3333333333333333
11|14,0|11,0.6666666666666666
11|13,0|11,0.5
11|13,8|11,0.5
14|8,8|14,1.0
14|11,1|14,0.6
14|11,3|14,0.4
12|1,11|,0.3333333333333333
12|1,0|12,0.6666666666666666
13|8,11|13,0.5
13|8,8|13,0.5
8|1,4|,0.5194954128440367
8|1,10|8,0.4782110091743119
8|1,13|8,0.0022935779816513763
8|0,14|8,1.0
8|13,12|,1.0
8|7,4|,0.25
8|7,10|8,0.75
8|11,1|8,1.0
8|10,4|,0.18666666666666668
8|10,9|8,0.16666666666666666
8|10,10|8,0.6466666666666666
8|14,12|,0.5
8|14,1|8,0.5
8|2,4|,0.1273209549071618
8|2,10|8,0.8726790450928382
8|5,4|,0.21052631578947367
8|5,10|8,0.7894736842105263
8|6,10|8,1.0
3|14,9|,1.0
3|1,End|,0.6470588235294118
3|1,9|,0.17647058823529413
3|1,8|,0.17647058823529413
10|7,9|10,0.75
10|7,8|10,0.25
10|8,4|,0.9908345913306017
10|8,9|10.8,0.009165408669398318
10|5,9|10,0.9365079365079365
10|5,8|10,0.06349206349206349
10|3,3|,1.0
10|1,4|,0.0003093102381688834
10|1,9|10.1,0.9907206928549335
10|1,8|10,0.008969996906897619
10|4,3|,1.0
10|9,4|,0.9876424020081097
10|9,9|10,0.007820042479243098
10|9,8|10,0.004537555512647229
9|10,8|,0.9761651415194722
9|10,4|,0.008086826984464779
9|10,10|9.10,0.015748031496062992
9|1,8|,0.9951662420798223
9|1,10|9.1,0.004833757920177673
9|2,8|,0.9960355217253409
9|2,10|9.2,0.003964478274659055
9|5,8|,0.9938271604938271
9|5,10|9.5,0.006172839506172839
10|2,4|,0.0007541478129713424
10|2,9|10,0.94947209653092
10|2,8|10,0.049773755656108594
9|8,4|,0.30638790520294196
9|8,8|,0.00013620266957232362
9|8,10|9.8,0.6934758921274857
9|7,8|,1.0
0|2.7,5|0.2,0.7777777777777778
0|2.7,2|0.2,0.05555555555555555
0|2.7,6|0.2,0.1111111111111111
0|2.7,1|0.2,0.05555555555555555
0|6.Start,1|0,0.819465278390541
0|6.Start,7|0,0.08682608312009177
0|6.Start,5|0,0.081972999205859
0|6.Start,2|0,0.011647401394158652
0|6.Start,13|0,8.823788934968675e-05
0|6.0,7|0,0.39176002891217926
0|6.0,2|0,0.03496566678713408
0|6.0,5|0,0.5329779544633176
0|6.0,1|0,0.04029634983736899
0|1.13,12|,0.6666666666666666
0|1.13,1|0.1,0.3333333333333333
0|1.12,11|,1.0
6|0.2,5|6.0.2,1.0
5|1.7,2|5.1.7,0.9411764705882353
5|1.7,8|5,0.058823529411764705
2|7.2,13|,6.585879873551106e-05
2|7.2,1|2.7.2,0.4684536354056902
2|7.2,5|2.7.2,0.41339567966280294
2|7.2,9|2,0.0904241306638567
2|7.2,10|2,0.02100895679662803
2|7.2,8|2,0.006651738672286618
2|1.2,1|2.1.2,0.4423076923076923
2|1.2,7|2.1.2,0.15384615384615385
2|1.2,5|2.1.2,0.40384615384615385
7|1.2,2|7.1.2,0.70703125
7|1.2,5|7,0.267578125
7|1.2,10|7,0.001953125
7|1.2,1|7,0.015625
7|1.2,9|7,0.0078125
5|2.1,2|5.2.1,0.8545454545454545
5|2.1,1|5,0.07272727272727272
5|2.1,8|5,0.01818181818181818
5|2.1,9|5,0.05454545454545454
5|1.2,2|5.1.2,0.9352157276685579
5|1.2,1|5,0.0323261644016361
5|1.2,10|5,0.004618023485948014
5|1.2,9|5,0.025597044464968993
5|1.2,7|5.1,0.001055548225359546
5|1.2,8|5,0.0011874917535294894
2|5.2,13|,9.871018689128718e-05
2|5.2,12|,6.580679126085812e-05
2|5.2,7|2.5.2,0.2087720452750724
2|5.2,5|2.5.2,0.2127533561463543
2|5.2,1|2.5.2,0.43985259278757566
2|5.2,9|2,0.10871281916293761
2|5.2,10|2,0.022637536193735194
2|5.2,8|2,0.006580679126085812
2|5.2,0|2,0.0005264543300868649
2|0.2,1|2.0.2,1.0
7|2.1,5|7.2.1,0.023622047244094488
7|2.1,2|7.2.1,0.937007874015748
7|2.1,1|7.2.1,0.03937007874015748
1|2.1,5|1.2.1,0.744
1|2.1,7|1.2.1,0.248
1|2.1,2|1.2,0.008
5|2.6,2|5.2.6,0.9661016949152542
5|2.6,7|5,0.03389830508474576
5|2.0,2|5.2.0,1.0
5|2.7,2|5.2.7,0.9951382957755732
5|2.7,1|5.2.7,0.0021680572892714012
5|2.7,9|5,0.0019709611720649103
5|2.7,10|5,0.0005255896458839761
5|2.7,8|5,0.00019709611720649102
5|1.13,2|5.1.13,1.0
2|5.1,7|2.5.1,0.2783788021323299
2|5.1,0|2.5.1,0.00039197240514267796
2|5.1,5|2.5.1,0.34587645029789904
2|5.1,9|2,0.11288805268109126
2|5.1,1|2.5,0.23769206647851993
2|5.1,10|2,0.02116650987770461
2|5.1,8|2,0.003606146127312637
7|2.0,2|7.2.0,0.893048128342246
7|2.0,5|7.2.0,0.10695187165775401
7|0.1,2|7.0.1,0.9285714285714286
7|0.1,5|7.0,0.07142857142857142
7|0.Start,2|7.0.Start,1.0
1|0.2,7|1.0.2,0.6666666666666666
1|0.2,5|1.0,0.3333333333333333
2|5.7,5|2.5.7,0.4507908611599297
2|5.7,10|2.5.7,0.027240773286467488
2|5.7,1|2.5,0.4077328646748682
2|5.7,9|2,0.10896309314586995
2|5.7,8|2,0.005272407732864675
2|5.0,5|2.5.0,0.3977619532044761
2|5.0,1|2.5.0,0.039965121348641185
2|5.0,7|2.5.0,0.5563144891730853
2|5.0,10|2.5.0,0.00014532771399505885
2|5.0,0|2,0.004505159133846825
2|5.0,8|2,0.001017293997965412
2|5.0,6|2,0.0002906554279901177
5|0.Start,2|5.0.Start,1.0
2|7.1,5|2.7.1,0.7842079450711132
2|7.1,1|2.7.1,0.1937224129475233
2|7.1,8|2,0.003678273663560569
2|7.1,10|2,0.003678273663560569
2|7.1,9|2,0.014713094654242276
5|2.5,2|5.2.5,0.9792847371506742
5|2.5,8|5,0.00032571168002084553
5|2.5,1|5,0.012311901504787962
5|2.5,9|5,0.0061885219203960656
5|2.5,7|5,0.000586281024037522
5|2.5,10|5,0.0013028467200833821
5|1.0,2|5.1.0,1.0
1|2.7,13|,0.00010612331529236973
1|2.7,11|,0.00010612331529236973
1|2.7,5|1.2.7,0.49357953942481164
1|2.7,2|1.2.7,0.003608192719940571
1|2.7,9|1,0.3907460469065054
1|2.7,10|1,0.0852170221797729
1|2.7,8|1,0.026000212246630586
1|2.7,6|1,0.0006367398917542184
1|2.0,5|1.2.0,0.6222222222222222
1|2.0,7|1.2.0,0.36444444444444446
1|2.0,2|1.2,0.013333333333333334
2|5.6,5|2.5.6,0.40376361835589303
2|5.6,1|2.5.6,0.006272697259821723
2|5.6,7|2.5.6,0.585671838890723
2|5.6,0|2,0.004291845493562232
5|0.1,2|5.0.1,1.0
5|0.2,2|5.0.2,1.0
0|6.1,5|0.6.1,0.5
0|6.1,7|0.6.1,0.25
0|6.1,1|0,0.25
5|7.2,2|5.7.2,0.9941176470588236
5|7.2,9|5,0.00392156862745098
5|7.2,1|5,0.00196078431372549
7|2.6,5|7.2.6,0.2125
7|2.6,2|7.2.6,0.7625
7|2.6,1|7.2.6,0.025
5|1.5,2|5.1.5,1.0
2|7.0,1|2.7.0,0.2219644238205723
2|7.0,5|2.7.0,0.7735885537509667
2|7.0,10|2.7.0,0.0003866976024748647
2|7.0,0|2.7,0.0034802784222737818
2|7.0,8|2,0.0003866976024748647
2|7.0,6|2,0.00019334880123743234
7|0.2,2|7.0.2,0.9545454545454546
7|0.2,5|7.0.2,0.045454545454545456
2|7.6,1|2.7.6,0.17323208353108685
2|7.6,5|2.7.6,0.8267679164689131
1|2.5,13|,5.828185103158876e-05
1|2.5,5|1.2.5,0.1551462874460893
1|2.5,9|1,0.6508917123207834
1|2.5,10|1,0.13573843105257022
1|2.5,7|1.2,0.02214710339200373
1|2.5,8|1,0.03485254691689008
1|2.5,6|1,0.00029140925515794383
1|2.5,2|1.2,0.0008159459144422427
1|2.5,0|1,5.828185103158876e-05
1|6.1,5|1.6.1,0.07692307692307693
1|6.1,8|1,0.5384615384615384
1|6.1,0|1,0.3076923076923077
1|6.1,10|1.6,0.07692307692307693
2|7.5,1|2.7,0.4666666666666667
2|7.5,9|2,0.3333333333333333
2|7.5,5|2.7,0.2
1|2.6,5|1.2.6,0.6346153846153846
1|2.6,7|1.2.6,0.36538461538461536
1|0.12,11|,1.0
1|0.1,11|,1.0
1|6.Start,0|1,1.0
1|6.2,8|1,0.6666666666666666
1|6.2,5|1.6,0.3333333333333333
1|13.0,5|1.13,1.0
5|1.6,2|5.1.6,1.0
7|1.0,5|7.1.0,0.052482634422433755
7|1.0,2|7.1,0.9475173655775663
5|7.0,2|5.7.0,1.0
5|7.6,2|5.7.6,1.0
8|1.13,13|8,1.0
8|1.8,4|,0.5
8|1.8,13|8,0.5
3|1.14,9|,0.75
3|1.14,8|,0.25
10|1.6,8|10,1.0
7|5.1,2|7.5.1,0.75
7|5.1,5|7,0.125
7|5.1,1|7,0.125
9|10.1,8|,0.9928192319700281
9|10.1,10|9.10.1,0.007180768029971901
10|9.10,4|,0.6486486486486487
10|9.10,9|10,0.14864864864864866
10|9.10,8|10,0.20270270270270271
10|9.1,8|10,0.35135135135135137
10|9.1,9|10,0.6486486486486487
10|9.2,9|10,0.76
10|9.2,8|10,0.24
10|9.5,9|10,1.0
9|10.8,4|,0.43529411764705883
9|10.8,10|9.10,0.5647058823529412
10|9.8,4|,0.9999017971128351
10|9.8,9|10.9.8,9.820288716488265e-05
2|5.1.7,5|2.5.1.7,0.5625
2|5.1.7,1|2.5,0.25
2|5.1.7,9|2,0.125
2|5.1.7,8|2,0.0625
1|2.7.2,13|,0.00014058765640376775
1|2.7.2,11|,0.00014058765640376775
1|2.7.2,5|1.2.7.2,0.34640798537888373
1|2.7.2,9|1,0.5107549557148883
1|2.7.2,10|1,0.1085336707437087
1|2.7.2,8|1,0.03317868691128919
1|2.7.2,2|1.2.7,0.0008435259384226065
1|2.1.2,5|1.2.1.2,1.0
2|7.1.2,5|2.7.1.2,0.47513812154696133
2|7.1.2,1|2.7.1.2,0.27900552486187846
2|7.1.2,9|2,0.16574585635359115
2|7.1.2,10|2,0.04143646408839779
2|7.1.2,8|2,0.03867403314917127
5|2.7.2,2|5.2.7.2,0.9901226700653178
5|2.7.2,1|5.2.7,0.003982794328500876
5|2.7.2,9|5,0.004460729647920982
5|2.7.2,8|5,0.0003186235462800701
5|2.7.2,10|5,0.0011151824119802454
2|5.2.1,5|2.5.2.1,0.1702127659574468
2|5.2.1,1|2.5.2.1,0.3191489361702128
2|5.2.1,7|2.5.2.1,0.5106382978723404
7|2.1.2,2|7.2.1.2,0.625
7|2.1.2,1|7.2.1,0.375
2|5.1.2,7|2.5.1.2,0.043876975169300225
2|5.1.2,5|2.5.1.2,0.30248306997742663
2|5.1.2,1|2.5,0.40801354401805867
2|5.1.2,9|2,0.202313769751693
2|5.1.2,10|2,0.037669300225733636
2|5.1.2,8|2,0.0056433408577878106
7|2.5.2,2|7.2.5.2,0.9667454688731284
7|2.5.2,1|7.2.5.2,0.016706067769897557
7|2.5.2,5|7.2,0.006934594168636721
7|2.5.2,10|7,0.0018912529550827422
7|2.5.2,9|7,0.0070921985815602835
7|2.5.2,8|7,0.0006304176516942475
5|2.1.2,2|5.2.1.2,0.6190476190476191
5|2.1.2,1|5,0.19047619047619047
5|2.1.2,9|5,0.14285714285714285
5|2.1.2,8|5,0.047619047619047616
1|2.0.2,5|1.2.0.2,1.0
5|7.2.1,2|5.7.2.1,0.6666666666666666
5|7.2.1,9|5,0.3333333333333333
5|1.2.1,2|5.1.2.1,0.8709677419354839
5|1.2.1,1|5,0.043010752688172046
5|1.2.1,9|5,0.03225806451612903
5|1.2.1,7|5.1,0.03225806451612903
5|1.2.1,10|5,0.021505376344086023
2|5.2.6,1|2.5.2.6,0.07017543859649122
2|5.2.6,5|2.5.2.6,0.2631578947368421
2|5.2.6,7|2.5.2.6,0.6666666666666666
2|5.2.0,5|2.5.2.0,0.2962962962962963
2|5.2.0,1|2.5.2.0,0.07407407407407407
2|5.2.0,7|2.5.2.0,0.6296296296296297
2|5.2.7,13|,6.601967386281111e-05
2|5.2.7,12|,6.601967386281111e-05
2|5.2.7,5|2.5.2,0.42325212913448207
2|5.2.7,1|2.5.2,0.46068528421469596
2|5.2.7,9|2,0.09130520895226778
2|5.2.7,10|2,0.01894764639862679
2|5.2.7,0|2,0.0003300983693140556
2|5.2.7,8|2,0.0053475935828877
2|7.2.1,5|2.7.2.1,0.31932773109243695
2|7.2.1,1|2.7.2.1,0.680672268907563
2|5.1.13,7|2.5.1.13,1.0
7|2.5.1,2|7.2.5.1,0.9248099127006477
7|2.5.1,5|7.2,0.06843142776682624
7|2.5.1,1|7,0.004505773021684032
7|2.5.1,10|7,0.0008448324415657561
7|2.5.1,9|7,0.0014080540692762602
2|7.2.0,5|2.7.2.0,0.281437125748503
2|7.2.0,1|2.7.2.0,0.718562874251497
2|7.0.1,5|2.7.0.1,0.6153846153846154
2|7.0.1,1|2.7.0.1,0.23076923076923078
2|7.0.1,0|2.7,0.15384615384615385
0|2.5.1,7|0.2.5.1,1.0
2|7.0.Start,5|2.7.0.Start,0.16666666666666666
2|7.0.Start,0|2.7,0.8333333333333334
7|1.0.2,2|7.1.0.2,1.0
5|2.5.7,2|5.2.5.7,0.9961013645224172
5|2.5.7,1|5,0.001949317738791423
5|2.5.7,9|5,0.001949317738791423
7|1.2.1,5|7.1.2.1,0.9354838709677419
7|1.2.1,1|7,0.03225806451612903
7|1.2.1,2|7.1.2,0.03225806451612903
5|2.5.0,2|5.2.5.0,1.0
2|5.0.Start,5|2.5.0.Start,0.1
2|5.0.Start,0|2,0.9
5|2.7.1,2|5.2.7.1,0.9968730456535334
5|2.7.1,9|5,0.0006253908692933083
5|2.7.1,1|5.2.7,0.002188868042526579
5|2.7.1,10|5,0.00031269543464665416
5|2.5.2,2|5.2.5.2,0.986699659758738
5|2.5.2,9|5,0.004330343334364367
5|2.5.2,1|5,0.007423445716053201
5|2.5.2,10|5,0.0009279307145066501
5|2.5.2,7|5,0.00046396535725332506
5|2.5.2,8|5,0.0001546551190844417
2|5.2.5,13|,0.00013304064391671656
2|5.2.5,12|,6.652032195835828e-05
2|5.2.5,1|2.5.2.5,0.4232688086210337
2|5.2.5,7|2.5.2,0.4134238009711967
2|5.2.5,10|2,0.02667464910530167
2|5.2.5,9|2,0.12778553848200624
2|5.2.5,8|2,0.007915918313044635
2|5.2.5,0|2,0.000731723541541941
2|5.1.0,5|2.5.1.0,0.400501522478954
2|5.1.0,1|2.5.1.0,0.022210281210818555
2|5.1.0,7|2.5.1,0.5763926204549525
2|5.1.0,0|2.5.1,0.0008955758552749418
5|1.2.7,2|5.1.2.7,0.9488282089873146
5|1.2.7,1|5,0.02494087293055257
5|1.2.7,8|5,0.0006450225757901526
5|1.2.7,9|5,0.021500752526338422
5|1.2.7,10|5,0.0040851429800043
5|1.2.0,2|5.1.2.0,0.9857142857142858
5|1.2.0,7|5.1.2.0,0.007142857142857143
5|1.2.0,8|5,0.007142857142857143
5|2.5.6,2|5.2.5.6,1.0
5|6.0.2,2|5.6.0.2,1.0
2|5.0.1,0|2,0.875
2|5.0.1,7|2.5.0,0.125
2|5.0.2,1|2.5.0.2,0.24242424242424243
2|5.0.2,7|2.5.0.2,0.09090909090909091
2|5.0.2,0|2,0.3333333333333333
2|5.0.2,8|2,0.21212121212121213
2|5.0.2,5|2.5.0,0.030303030303030304
2|5.0.2,10|2.5.0,0.030303030303030304
2|5.0.2,6|2,0.06060606060606061
5|0.6.1,2|5.0.6.1,1.0
5|7.2.0,2|5.7.2.0,1.0
2|5.7.2,9|2,0.21696252465483234
2|5.7.2,1|2.5,0.6528599605522682
2|5.7.2,5|2.5.7,0.0611439842209073
2|5.7.2,10|2.5.7,0.05719921104536489
2|5.7.2,8|2,0.011834319526627219
5|7.2.6,2|5.7.2.6,1.0
2|5.1.5,9|2,0.21052631578947367
2|5.1.5,8|2,0.21052631578947367
2|5.1.5,1|2.5,0.42105263157894735
2|5.1.5,10|2,0.15789473684210525
1|2.7.1,5|1.2.7.1,0.9050632911392406
1|2.7.1,9|1,0.056962025316455694
1|2.7.1,10|1,0.03291139240506329
1|2.7.1,2|1.2.7,0.0037974683544303796
1|2.7.1,8|1,0.0012658227848101266
1|2.7.0,5|1.2.7.0,0.9677700348432056
1|2.7.0,10|1.2.7.0,0.0017421602787456446
1|2.7.0,6|1,0.005226480836236934
1|2.7.0,2|1.2.7,0.018292682926829267
1|2.7.0,8|1,0.006968641114982578
2|7.0.2,1|2.7.0.2,0.42857142857142855
2|7.0.2,5|2.7.0.2,0.2619047619047619
2|7.0.2,10|2.7.0,0.047619047619047616
2|7.0.2,0|2.7,0.19047619047619047
2|7.0.2,8|2,0.047619047619047616
2|7.0.2,6|2,0.023809523809523808
1|2.7.6,5|1.2.7.6,0.989041095890411
1|2.7.6,2|1.2.7,0.010958904109589041
5|1.2.5,2|5.1.2.5,0.9105935386927122
5|1.2.5,9|5,0.034184823441021785
5|1.2.5,7|5.1,0.0011269722013523666
5|1.2.5,1|5,0.04695717505634861
5|1.2.5,10|5,0.005259203606311044
5|1.2.5,8|5,0.0018782870022539444
1|2.5.0,5|1.2.5.0,0.4509090909090909
1|2.5.0,7|1.2,0.5127272727272727
1|2.5.0,6|1,0.014545454545454545
1|2.5.0,0|1,0.0036363636363636364
1|2.5.0,2|1.2,0.014545454545454545
1|2.5.0,8|1,0.0036363636363636364
1|2.5.6,5|1.2.5.6,0.42105263157894735
1|2.5.6,7|1.2,0.5789473684210527
5|1.6.1,2|5.1.6.1,1.0
2|1.2.7,1|2.1.2,0.47058823529411764
2|1.2.7,5|2.1.2,0.5294117647058824
1|2.5.2,13|,7.480550568521843e-05
1|2.5.2,7|1.2.5.2,0.012268102932375824
1|2.5.2,5|1.2.5.2,0.16778874925194495
1|2.5.2,9|1,0.6478904847396768
1|2.5.2,10|1,0.1306852184320766
1|2.5.2,8|1,0.04054458408138839
1|2.5.2,6|1,7.480550568521843e-05
1|2.5.2,2|1.2,0.0006732495511669659
7|0.6.1,2|7.0.6.1,1.0
5|2.5.1,2|5.2.5.1,0.9478694469628286
5|2.5.1,1|5,0.03173164097914778
5|2.5.1,10|5,0.003173164097914778
5|2.5.1,9|5,0.014959202175883953
5|2.5.1,7|5,0.0013599274705349048
5|2.5.1,8|5,0.0009066183136899365
5|1.2.6,2|5.1.2.6,0.9696969696969697
5|1.2.6,7|5.1,0.030303030303030304
7|1.2.6,5|7,0.9473684210526315
7|1.2.6,1|7,0.05263157894736842
7|1.2.0,5|7,0.8048780487804879
7|1.2.0,2|7.1.2,0.18292682926829268
7|1.2.0,1|7,0.012195121951219513
2|7.2.6,1|2.7.2.6,0.7213114754098361
2|7.2.6,5|2.7.2,0.2786885245901639
1|5.2.7,5|1.5,0.36363636363636365
1|5.2.7,9|1,0.5151515151515151
1|5.2.7,10|1,0.12121212121212122
1|7.2.1,5|1.7,1.0
1|7.2.6,5|1.7,1.0
5|2.7.0,2|5.2.7.0,0.9995001249687578
5|2.7.0,8|5,0.00024993751562109475
5|2.7.0,1|5.2.7,0.00024993751562109475
5|2.7.6,2|5.2.7.6,1.0
2|5.1.6,5|2.5.1.6,0.46938775510204084
2|5.1.6,1|2.5.1.6,0.08163265306122448
2|5.1.6,7|2.5.1,0.42857142857142855
2|5.1.6,8|2,0.02040816326530612
5|7.1.0,2|5.7.1.0,1.0
2|5.7.0,1|2.5.7.0,0.23943661971830985
2|5.7.0,5|2.5.7,0.7605633802816901
5|7.0.2,2|5.7.0.2,1.0
2|5.7.6,1|2.5.7.6,0.18055555555555555
2|5.7.6,5|2.5.7,0.8194444444444444
7|2.5.0,2|7.2.5.0,0.9642110762800418
7|2.5.0,5|7.2,0.035788923719958204
